Title,Year,Genres,Rating,Votes,Type
Cashback,2006,"Comedy,Drama,Romance",7.1,94538,movie
In the Name of the King: A Dungeon Siege Tale,2007,"Action,Adventure,Fantasy",3.8,52987,movie
The Fall,2006,"Adventure,Drama,Fantasy",7.8,127727,movie
Inland Empire,2006,"Drama,Fantasy,Mystery",6.8,68556,movie
The Wind that Shakes the Barley,2006,"Drama,War",7.5,58557,movie
Enchanted,2007,"Adventure,Animation,Comedy",7.1,228615,movie
Black Snake Moan,2006,"Drama,Music",6.9,68663,movie
Grindhouse,2007,"Horror,Thriller",7.5,196531,movie
Outlander,2008,"Action,Adventure,Sci-Fi",6.2,81335,movie
Rambo,2008,"Action,Thriller",7.0,255747,movie
Rescue Dawn,2006,"Adventure,Biography,War",7.2,115802,movie
The Simpsons Movie,2007,"Adventure,Animation,Comedy",7.3,362491,movie
Step Up,2006,"Crime,Drama,Music",6.5,133591,movie
"You, Me and Dupree",2006,"Comedy,Romance",5.6,86620,movie
28 Weeks Later,2007,"Horror,Sci-Fi",6.8,359090,movie
The Fast and the Furious: Tokyo Drift,2006,"Action,Crime,Thriller",6.1,329285,movie
Freedom Writers,2007,"Biography,Crime,Drama",7.6,92516,movie
The Orphanage,2007,"Drama,Horror,Mystery",7.4,170023,movie
Piranha 3D,2010,"Comedy,Horror",5.5,101720,movie
National Treasure: Book of Secrets,2007,"Action,Adventure,Mystery",6.5,266105,movie
Hitman,2007,"Action,Crime,Thriller",6.2,185735,movie
Michael Clayton,2007,"Crime,Drama,Mystery",7.2,183092,movie
Notes on a Scandal,2006,"Crime,Drama,Romance",7.4,88936,movie
Push,2009,"Action,Sci-Fi,Thriller",6.1,119254,movie
Shoot 'Em Up,2007,"Action,Comedy,Thriller",6.6,158801,movie
My Super Ex-Girlfriend,2006,"Comedy,Romance,Sci-Fi",5.2,69279,movie
Date Movie,2006,"Comedy,Romance",2.8,64198,movie
The Omen,2006,"Drama,Fantasy,Horror",5.5,66124,movie
Max Payne,2008,"Action,Crime,Drama",5.3,133667,movie
The Other Boleyn Girl,2008,"Biography,Drama,History",6.7,126284,movie
Juno,2007,"Comedy,Drama",7.4,570744,movie
Half Nelson,2006,Drama,7.1,95298,movie
The Host,2006,"Drama,Horror,Sci-Fi",7.1,142332,movie
The Dark Knight,2008,"Action,Crime,Drama",9.1,3141794,movie
There Will Be Blood,2007,Drama,8.2,702664,movie
World Trade Center,2006,"Drama,History,Thriller",6.0,91698,movie
Ex Machina,2014,"Drama,Sci-Fi,Thriller",7.7,634848,movie
Tower Heist,2011,"Action,Comedy,Crime",6.2,156951,movie
9,2009,"Action,Adventure,Animation",7.0,156410,movie
Apocalypto,2006,"Action,Adventure,Drama",7.8,355961,movie
Charlie Wilson's War,2007,"Biography,Comedy,Drama",7.0,130198,movie
Penelope,2006,"Comedy,Fantasy,Romance",6.7,69103,movie
The Smurfs,2011,"Adventure,Animation,Comedy",5.4,103842,movie
The Mechanic,2011,"Action,Crime,Thriller",6.5,182176,movie
It's Always Sunny in Philadelphia,2005,Comedy,8.8,279948,tvSeries
Prince of Persia: The Sands of Time,2010,"Action,Adventure,Fantasy",6.5,316462,movie
Waitress,2007,"Comedy,Drama,Romance",7.0,51061,movie
State of Play,2009,"Crime,Drama,Mystery",7.1,166020,movie
United 93,2006,"Action,Drama,History",7.6,115208,movie
"Hail, Caesar!",2016,"Comedy,Drama,Mystery",6.3,149427,movie
Smokin' Aces,2006,"Action,Comedy,Crime",6.6,157274,movie
Westworld,2016,"Drama,Mystery,Sci-Fi",8.4,556322,tvSeries
The Covenant,2006,"Adventure,Fantasy,Horror",5.2,54816,movie
My Father and My Son,2005,"Drama,Family",8.2,100239,movie
The Brave One,2007,"Crime,Drama,Thriller",6.7,65916,movie
Norbit,2007,"Comedy,Romance",4.3,87537,movie
Premonition,2007,"Drama,Fantasy,Mystery",5.9,85341,movie
Unstoppable,2010,"Action,Thriller",6.8,218297,movie
Wristcutters: A Love Story,2006,"Comedy,Drama,Fantasy",7.2,59551,movie
Extremely Loud & Incredibly Close,2011,"Adventure,Drama,Mystery",6.9,107660,movie
Night at the Museum,2006,"Adventure,Comedy,Family",6.5,406886,movie
No Country for Old Men,2007,"Crime,Drama,Thriller",8.2,1178106,movie
21,2008,"Crime,Drama,Thriller",6.8,280140,movie
In the Valley of Elah,2007,"Crime,Drama,Mystery",7.1,77260,movie
The Tree of Life,2011,"Drama,Fantasy",6.8,191713,movie
Knocked Up,2007,"Comedy,Romance",6.9,397594,movie
Ant-Man,2015,"Action,Comedy,Sci-Fi",7.2,775336,movie
Rocky Balboa,2006,"Drama,Sport",7.1,242104,movie
Crank,2006,"Action,Crime,Thriller",6.9,276420,movie
Madagascar: Escape 2 Africa,2008,"Adventure,Animation,Comedy",6.7,268868,movie
Season of the Witch,2011,"Action,Adventure,Fantasy",5.4,102504,movie
This Is England,2006,"Crime,Drama",7.7,134613,movie
Dan in Real Life,2007,"Comedy,Drama,Romance",6.8,110745,movie
I Am Legend,2007,"Drama,Horror,Sci-Fi",7.2,871742,movie
The Losers,2010,"Action,Adventure,Comedy",6.2,111153,movie
Timecrimes,2007,"Horror,Mystery,Sci-Fi",7.1,74679,movie
Hall Pass,2011,"Comedy,Romance",5.9,135841,movie
No Reservations,2007,"Comedy,Drama,Romance",6.3,83348,movie
The Number 23,2007,"Crime,Mystery,Thriller",6.4,220855,movie
The Croods,2013,"Adventure,Animation,Comedy",7.1,249901,movie
Harold & Kumar Escape from Guantanamo Bay,2008,"Adventure,Comedy",6.5,145689,movie
The Prestige,2006,"Drama,Mystery,Sci-Fi",8.5,1575443,movie
Pride and Glory,2008,"Crime,Drama,Thriller",6.6,65474,movie
The Strangers,2008,"Horror,Mystery,Thriller",6.1,156610,movie
Doomsday,2008,"Action,Sci-Fi,Thriller",5.9,82190,movie
Mr. Nobody,2009,"Drama,Fantasy,Romance",7.7,256698,movie
Beerfest,2006,Comedy,6.2,73491,movie
Fantastic Four: Rise of the Silver Surfer,2007,"Action,Adventure,Fantasy",5.6,297782,movie
Fred Claus,2007,"Comedy,Family,Fantasy",5.7,50991,movie
Stardust,2007,"Adventure,Fantasy,Romance",7.6,297564,movie
Disturbia,2007,"Crime,Drama,Mystery",6.8,273343,movie
Wild Hogs,2007,"Action,Adventure,Comedy",5.9,127460,movie
The IT Crowd,2006,Comedy,8.5,175201,tvSeries
Fracture,2007,"Crime,Drama,Thriller",7.2,234120,movie
Fanboys,2009,"Adventure,Comedy,Crime",6.5,63004,movie
Jumper,2008,"Action,Adventure,Sci-Fi",6.1,336653,movie
The Nanny Diaries,2007,"Comedy,Drama,Romance",6.2,67432,movie
Saw III,2006,"Horror,Mystery,Thriller",6.2,226867,movie
Carnival Row,2019,"Crime,Drama,Fantasy",7.7,88161,tvSeries
Big Stan,2007,"Action,Comedy",6.2,51786,movie
Reign Over Me,2007,Drama,7.4,102487,movie
Silence,2016,"Drama,History",7.2,132832,movie
Something Borrowed,2011,"Comedy,Drama,Romance",5.8,67301,movie
Psych,2006,"Comedy,Crime,Mystery",8.4,119478,tvSeries
The Haunting in Connecticut,2009,"Drama,Horror,Mystery",5.9,67736,movie
The Game Plan,2007,"Comedy,Family,Sport",6.2,103442,movie
CHIPS,2017,"Action,Comedy,Crime",6.0,53893,movie
Jackass Number Two,2006,"Action,Comedy,Documentary",7.0,82921,movie
Wanted,2008,"Action,Crime,Thriller",6.7,427161,movie
Inkheart,2008,"Adventure,Family,Fantasy",6.1,85258,movie
30 Rock,2006,Comedy,8.3,137509,tvSeries
Ocean's Thirteen,2007,"Crime,Thriller",6.9,385644,movie
An Inconvenient Truth,2006,Documentary,7.4,87011,movie
Vicky Cristina Barcelona,2008,"Comedy,Drama,Romance",7.1,279747,movie
Hostel: Part II,2007,Horror,5.5,101732,movie
Letters from Iwo Jima,2006,"Action,Adventure,Drama",7.8,176507,movie
We Own the Night,2007,"Crime,Drama,Thriller",6.8,96258,movie
Without Remorse,2021,"Action,Drama,Thriller",5.8,70410,movie
The Chronicles of Narnia: Prince Caspian,2008,"Action,Adventure,Family",6.5,238376,movie
Avatar,2009,"Action,Adventure,Fantasy",7.9,1488308,movie
War,2007,"Action,Thriller",6.2,101182,movie
The Man from Earth,2007,"Drama,Fantasy,Mystery",7.8,217384,movie
Aliens vs. Predator: Requiem,2007,"Action,Horror,Sci-Fi",4.6,146077,movie
Friday Night Lights,2006,"Drama,Sport",8.7,78724,tvSeries
Friday the 13th,2009,"Horror,Mystery,Thriller",5.5,125888,movie
Love & Other Drugs,2010,"Comedy,Drama,Romance",6.7,248999,movie
Into the Wild,2007,"Adventure,Biography,Drama",8.0,693174,movie
Music and Lyrics,2007,"Comedy,Music,Romance",6.5,111230,movie
Body of Lies,2008,"Action,Drama,Thriller",7.0,249615,movie
The Tudors,2007,"Drama,History,Romance",8.1,86649,tvSeries
We Are Marshall,2006,"Drama,Sport",7.1,67613,movie
Thirst,2009,"Drama,Fantasy,Horror",7.1,54729,movie
I Now Pronounce You Chuck & Larry,2007,"Comedy,Romance",5.9,160565,movie
Planet 51,2009,"Adventure,Animation,Comedy",6.0,61619,movie
Brothers,2009,"Drama,Thriller,War",7.1,170551,movie
My Blueberry Nights,2007,"Drama,Romance",6.6,58539,movie
American Gangster,2007,"Biography,Crime,Drama",7.8,483319,movie
Eastern Promises,2007,"Crime,Drama,Thriller",7.6,276408,movie
What's Your Number?,2011,"Comedy,Romance",6.1,91601,movie
Fool's Gold,2008,"Action,Adventure,Comedy",5.7,89035,movie
Man of Steel,2013,"Action,Adventure,Sci-Fi",7.1,862761,movie
Dexter,2006,"Crime,Drama,Mystery",8.6,922004,tvSeries
Drive,2011,"Action,Drama",7.8,757227,movie
Everybody's Fine,2009,"Adventure,Drama",7.1,67296,movie
The Princess and the Frog,2009,"Adventure,Animation,Comedy",7.2,185171,movie
In Bruges,2008,"Comedy,Crime,Drama",7.9,490808,movie
Mr. Brooks,2007,"Crime,Drama,Mystery",7.2,162999,movie
The Wolfman,2010,"Drama,Fantasy,Horror",5.9,117262,movie
Atonement,2007,"Drama,Mystery,Romance",7.8,326390,movie
The Boxtrolls,2014,"Adventure,Animation,Comedy",6.8,64683,movie
Hot Rod,2007,"Comedy,Sport",6.7,98743,movie
The Man Who Knew Infinity,2015,"Biography,Drama",7.2,66493,movie
The Incredible Burt Wonderstone,2013,Comedy,5.9,78063,movie
Dallas Buyers Club,2013,"Biography,Drama",7.9,545954,movie
Mirrors,2008,"Horror,Mystery",6.1,118784,movie
Jack Reacher,2012,"Action,Thriller",7.0,389611,movie
R.I.P.D.,2013,"Action,Adventure,Comedy",5.6,150976,movie
Case 39,2009,"Horror,Mystery,Thriller",6.2,98961,movie
Death at a Funeral,2007,Comedy,7.3,127428,movie
Mamma Mia!,2008,"Comedy,Musical,Romance",6.5,302438,movie
Scary Movie 5,2013,Comedy,3.6,83025,movie
Cassandra's Dream,2007,"Crime,Drama,Romance",6.6,55287,movie
Eureka,2006,"Adventure,Comedy,Drama",7.9,61602,tvSeries
Star Trek,2009,"Action,Adventure,Sci-Fi",7.9,636852,movie
Be Kind Rewind,2008,Comedy,6.4,96273,movie
Epic Movie,2007,"Adventure,Comedy,Fantasy",2.5,113306,movie
Forgetting Sarah Marshall,2008,"Comedy,Drama,Romance",7.1,318735,movie
The Hills Have Eyes 2,2007,"Horror,Thriller",5.1,71025,movie
The Incredible Hulk,2008,"Action,Adventure,Sci-Fi",6.6,561073,movie
Transsiberian,2008,"Crime,Drama,Mystery",6.6,56456,movie
Appaloosa,2008,"Crime,Drama,Romance",6.7,67791,movie
Clash of the Titans,2010,"Action,Adventure,Fantasy",5.8,304146,movie
The Dirt,2019,"Biography,Comedy,Drama",7.0,60165,movie
Thor,2011,"Action,Fantasy",7.0,959999,movie
Warcraft,2016,"Action,Adventure,Fantasy",6.7,293834,movie
Death Sentence,2007,"Action,Crime,Thriller",6.7,77651,movie
Foundation,2021,"Drama,Sci-Fi",7.6,124848,tvSeries
It's Kind of a Funny Story,2010,"Comedy,Drama,Romance",7.1,151684,movie
Mad Men,2007,Drama,8.7,287552,tvSeries
Rendition,2007,"Drama,Thriller",6.8,59747,movie
Lars and the Real Girl,2007,"Comedy,Drama,Romance",7.3,166406,movie
The Midnight Meat Train,2008,"Horror,Mystery,Thriller",6.0,75183,movie
The Witches,2020,"Adventure,Family,Fantasy",5.4,51106,movie
Jericho,2006,"Action,Drama,Mystery",7.9,60943,tvSeries
Ugly Betty,2006,"Comedy,Drama,Romance",6.8,50525,tvSeries
Carriers,2009,"Adventure,Drama,Horror",5.9,53005,movie
Angels & Demons,2009,"Mystery,Thriller",6.7,324657,movie
Funny Games,2007,"Crime,Drama,Thriller",6.5,109855,movie
Persepolis,2007,"Animation,Biography,Drama",8.0,104903,movie
The Girl Who Leapt Through Time,2006,"Adventure,Animation,Comedy",7.6,75401,movie
Tooth Fairy,2010,"Comedy,Family,Fantasy",5.1,52996,movie
Burn Notice,2007,"Action,Crime,Drama",8.0,82587,tvSeries
The Danish Girl,2015,"Biography,Drama",7.1,205975,movie
Jack and Jill,2011,"Comedy,Family",3.3,95609,movie
Take Me Home Tonight,2011,"Comedy,Drama,Romance",6.3,57545,movie
Speed Racer,2008,"Action,Adventure,Comedy",6.1,82906,movie
The Love Guru,2008,"Comedy,Romance,Sport",3.8,56775,movie
Heroes,2006,"Crime,Drama,Fantasy",7.5,259440,tvSeries
Bangkok Dangerous,2008,"Action,Crime,Thriller",5.3,59541,movie
Percy Jackson & the Olympians: The Lightning Thief,2010,"Adventure,Family,Fantasy",5.9,214403,movie
Seven Pounds,2008,"Drama,Mystery,Thriller",7.6,325048,movie
She's Out of My League,2010,"Comedy,Romance",6.4,152536,movie
Religulous,2008,"Comedy,Documentary,War",7.6,61074,movie
Sydney White,2007,"Comedy,Drama,Romance",6.2,54437,movie
The Uninvited,2009,"Drama,Fantasy,Horror",6.3,88966,movie
The Book Thief,2013,"Drama,War",7.5,147268,movie
Conan the Barbarian,2011,"Action,Adventure,Fantasy",5.2,105678,movie
Interstellar,2014,"Adventure,Drama,Sci-Fi",8.7,2491428,movie
World War Z,2013,"Action,Adventure,Horror",7.0,778115,movie
Flipped,2010,"Comedy,Drama,Romance",7.7,106999,movie
Valentine's Day,2010,"Comedy,Romance",5.8,130345,movie
Drillbit Taylor,2008,"Action,Comedy,Crime",5.7,64084,movie
Ghosts of Girlfriends Past,2009,"Comedy,Fantasy,Romance",5.8,98823,movie
The Soloist,2009,"Biography,Drama,Music",6.7,56660,movie
Marley & Me,2008,"Drama,Family",7.0,175089,movie
Priest,2011,"Action,Fantasy,Horror",5.7,129271,movie
Shooter,2007,"Action,Drama,Thriller",7.2,374351,movie
Changeling,2008,"Biography,Crime,Drama",7.7,274373,movie
The Bucket List,2007,"Adventure,Comedy,Drama",7.3,271017,movie
Dracula Untold,2014,"Action,Drama,Fantasy",6.2,221941,movie
Superbad,2007,Comedy,7.6,688278,movie
Quantum of Solace,2008,"Action,Adventure,Mystery",6.5,494905,movie
Godzilla,2014,"Action,Adventure,Sci-Fi",6.4,462513,movie
The Spirit,2008,"Action,Crime,Fantasy",4.7,64181,movie
"Definitely, Maybe",2008,"Comedy,Drama,Romance",7.1,181312,movie
Underworld: Rise of the Lycans,2009,"Action,Fantasy,Thriller",6.5,174532,movie
Hotel Transylvania,2012,"Animation,Comedy,Family",7.0,311085,movie
Pet Sematary,2019,"Horror,Mystery,Thriller",5.7,104396,movie
The Darjeeling Limited,2007,"Adventure,Comedy,Drama",7.2,232132,movie
The Pink Panther 2,2009,"Action,Adventure,Comedy",5.6,51417,movie
Step Brothers,2008,Comedy,6.9,339387,movie
Semi-Pro,2008,"Comedy,Sport",5.8,89155,movie
Skins,2007,Drama,8.2,99919,tvSeries
The Town,2010,"Crime,Drama,Thriller",7.5,445123,movie
Walk Hard: The Dewey Cox Story,2007,"Comedy,Music",6.9,81223,movie
The Kids Are All Right,2010,"Comedy,Drama,Romance",7.0,137178,movie
The Brothers Bloom,2008,"Action,Adventure,Comedy",6.7,54000,movie
True Blood,2008,"Drama,Fantasy,Mystery",7.9,270362,tvSeries
Cloudy with a Chance of Meatballs,2009,"Adventure,Animation,Comedy",6.9,282966,movie
The Collector,2009,"Horror,Thriller",6.3,79077,movie
The Last House on the Left,2009,"Horror,Thriller",6.5,107731,movie
The Avengers,2012,"Action,Sci-Fi",8.0,1549290,movie
Epic,2013,"Action,Adventure,Animation",6.6,114006,movie
Diary of the Dead,2007,"Fantasy,Horror,Sci-Fi",5.5,50950,movie
Paprika,2006,"Animation,Drama,Fantasy",7.7,110976,movie
Terminator: The Sarah Connor Chronicles,2008,"Action,Drama,Fantasy",7.6,65191,tvSeries
The House Bunny,2008,Comedy,5.6,95418,movie
Phineas and Ferb,2007,"Action,Adventure,Animation",8.1,66852,tvSeries
The Mummy: Tomb of the Dragon Emperor,2008,"Action,Adventure,Fantasy",5.2,179292,movie
Blindness,2008,"Drama,Mystery,Thriller",6.5,77033,movie
Elite Squad,2007,"Action,Crime,Drama",8.0,118767,movie
Valhalla Rising,2009,"Adventure,Drama,Fantasy",6.0,66340,movie
Sunshine Cleaning,2008,"Comedy,Drama",6.8,75964,movie
Trick 'r Treat,2007,"Comedy,Horror",6.7,113988,movie
Flight of the Conchords,2007,"Comedy,Music,Musical",8.5,69547,tvSeries
The Duchess,2008,"Biography,Drama,History",6.9,90638,movie
Mr. Peabody & Sherman,2014,"Adventure,Animation,Comedy",6.8,83686,movie
The Forbidden Kingdom,2008,"Action,Adventure,Fantasy",6.5,113214,movie
Made of Honor,2008,"Comedy,Romance",5.9,79917,movie
Eastbound & Down,2009,"Comedy,Drama,Sport",8.2,69605,tvSeries
Frost/Nixon,2008,"Biography,Drama,History",7.6,115752,movie
Jungle Cruise,2021,"Action,Adventure,Comedy",6.5,226106,movie
Antichrist,2009,"Drama,Horror,Thriller",6.5,144197,movie
Chak De! India,2007,"Drama,Family,Sport",8.1,91486,movie
Red State,2011,"Action,Horror,Thriller",6.1,69907,movie
Ponyo,2008,"Adventure,Animation,Comedy",7.6,183489,movie
Death Note,2006,"Animation,Crime,Drama",8.9,470856,tvSeries
The Blind Side,2009,"Biography,Drama,Sport",7.6,384758,movie
Eat Pray Love,2010,"Biography,Comedy,Drama",5.9,113275,movie
Untraceable,2008,"Crime,Mystery,Thriller",6.2,54603,movie
Sanctum,2011,"Action,Adventure,Drama",5.9,58616,movie
Snitch,2013,"Action,Drama,Thriller",6.4,95651,movie
The Mist,2007,"Horror,Sci-Fi,Thriller",7.1,372007,movie
The Wedding Ringer,2015,"Comedy,Romance",6.6,84576,movie
Hellraiser,2022,"Horror,Mystery,Thriller",5.9,55198,movie
Burn After Reading,2008,"Comedy,Crime,Drama",7.0,374249,movie
The Hurt Locker,2008,"Drama,Thriller,War",7.5,494454,movie
The Switch,2010,"Comedy,Drama,Romance",6.1,117159,movie
Brüno,2009,Comedy,5.9,158049,movie
Saw IV,2007,"Horror,Mystery,Thriller",5.9,175768,movie
Lions for Lambs,2007,"Crime,Drama,Mystery",6.2,56554,movie
Letters to Juliet,2010,"Adventure,Comedy,Drama",6.5,112862,movie
How to Train Your Dragon,2010,"Action,Adventure,Animation",8.1,886321,movie
Monsters vs. Aliens,2009,"Action,Adventure,Animation",6.4,187679,movie
Shrek Forever After,2010,"Adventure,Animation,Comedy",6.3,243960,movie
The Big Bang Theory,2007,"Comedy,Romance",8.1,932411,tvSeries
The Road,2009,"Drama,Thriller",7.2,269440,movie
The Amateur,2025,"Action,Thriller",6.5,94641,movie
Bride Wars,2009,"Comedy,Romance",5.5,123094,movie
The Hobbit: An Unexpected Journey,2012,"Adventure,Fantasy",7.8,923384,movie
Breaking Bad,2008,"Crime,Drama,Thriller",9.5,2575385,tvSeries
Californication,2007,"Comedy,Drama",8.3,194635,tvSeries
The Thing,2011,"Horror,Mystery,Sci-Fi",6.3,153985,movie
Once,2006,"Drama,Music,Musical",7.8,124731,movie
Pineapple Express,2008,"Action,Comedy,Crime",6.9,371838,movie
WALL·E,2008,"Adventure,Animation,Family",8.4,1310311,movie
The Boy in the Striped Pajamas,2008,"Drama,War",7.7,271985,movie
Unthinkable,2010,"Crime,Drama,Thriller",7.0,99642,movie
Doubt,2008,"Drama,Mystery",7.5,145850,movie
The Legend of Tarzan,2016,"Action,Adventure,Drama",6.2,197216,movie
Pushing Daisies,2007,"Comedy,Drama,Fantasy",8.4,62058,tvSeries
Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure,Family,Fantasy",7.7,659118,movie
Gomorrah,2008,"Crime,Drama",7.0,53033,movie
Precious,2009,Drama,7.3,120646,movie
Chuck,2007,"Action,Comedy,Drama",8.2,153423,tvSeries
Rabbit Hole,2010,Drama,6.9,52701,movie
Taken,2008,"Action,Crime,Thriller",7.7,669116,movie
The Last Airbender,2010,"Action,Adventure,Family",3.9,180702,movie
Silent Hill: Revelation,2012,"Drama,Horror,Mystery",4.9,71222,movie
Tropic Thunder,2008,"Action,Comedy,War",7.1,486090,movie
Salt,2010,"Action,Thriller",6.5,341916,movie
Game of Thrones,2011,"Action,Adventure,Drama",9.2,2587578,tvSeries
Source Code,2011,"Action,Drama,Mystery",7.5,579593,movie
Black Swan,2010,"Drama,Thriller",8.0,884116,movie
Lakeview Terrace,2008,"Crime,Drama,Thriller",6.2,59265,movie
Green Zone,2010,"Action,Drama,Thriller",6.8,147375,movie
The Amazing Spider-Man,2012,"Action,Sci-Fi",6.9,758638,movie
The Happening,2008,"Adventure,Drama,Sci-Fi",5.0,226250,movie
Alvin and the Chipmunks,2007,"Adventure,Animation,Comedy",5.3,104421,movie
Robin Hood,2010,"Action,Adventure,Drama",6.6,295425,movie
Revolutionary Road,2008,"Drama,Romance",7.3,234844,movie
You Don't Mess with the Zohan,2008,"Action,Comedy",5.6,226538,movie
Bedtime Stories,2008,"Adventure,Comedy,Family",6.0,105909,movie
High School Musical 3: Senior Year,2008,"Comedy,Drama,Family",5.1,72101,movie
The Young Victoria,2009,"Biography,Drama,History",7.2,69019,movie
The International,2009,"Action,Crime,Drama",6.5,103826,movie
The Ruins,2008,"Adventure,Horror,Thriller",5.9,90566,movie
The Sorcerer's Apprentice,2010,"Action,Adventure,Family",6.1,176176,movie
The Fighter,2010,"Action,Biography,Drama",7.8,406473,movie
Hugo,2011,"Adventure,Drama,Family",7.5,348305,movie
City of Ember,2008,"Adventure,Drama,Family",6.4,72727,movie
The Day the Earth Stood Still,2008,"Adventure,Drama,Sci-Fi",5.5,186665,movie
Solomon Kane,2009,"Action,Adventure,Fantasy",6.1,80266,movie
Little Fockers,2010,"Comedy,Romance",5.5,125483,movie
A Perfect Getaway,2009,"Drama,Mystery,Thriller",6.5,80600,movie
Justice League,2017,"Action,Adventure,Fantasy",6.0,502874,movie
17 Again,2009,"Comedy,Drama,Fantasy",6.4,231014,movie
Hitchcock,2012,"Biography,Drama,Romance",6.8,83183,movie
The Reader,2008,"Drama,Mystery,Romance",7.6,273096,movie
Fair Game,2010,"Biography,Drama,Thriller",6.8,52737,movie
Mary and Max,2009,"Animation,Comedy,Drama",8.1,200891,movie
Sucker Punch,2011,"Action,Adventure,Fantasy",6.1,260589,movie
Boardwalk Empire,2010,"Crime,Drama",8.6,216902,tvSeries
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure,Family,Fantasy",6.3,176707,movie
Nick and Norah's Infinite Playlist,2008,"Comedy,Drama,Music",6.6,97208,movie
The Adventures of Tintin,2011,"Action,Adventure,Animation",7.3,253829,movie
5 Centimeters per Second,2007,"Animation,Drama,Family",7.4,70418,movie
Fantasy Island,2020,"Fantasy,Horror,Mystery",4.9,63506,movie
Machete,2010,"Action,Crime,Thriller",6.6,209299,movie
Valkyrie,2008,"Drama,History,Thriller",7.1,273649,movie
Hunger,2008,"Biography,Crime,Drama",7.5,76331,movie
Surrogates,2009,"Action,Sci-Fi,Thriller",6.3,184594,movie
Like Stars on Earth,2007,"Drama,Family",8.3,230440,movie
Sherlock Holmes,2009,"Action,Adventure,Mystery",7.5,703883,movie
Traitor,2008,"Action,Crime,Drama",6.9,60754,movie
27 Dresses,2008,"Comedy,Romance",6.1,187070,movie
Naruto: Shippuden,2007,"Action,Adventure,Animation",8.7,218235,tvSeries
Dear John,2010,"Drama,Romance,War",6.3,163383,movie
The Green Hornet,2011,"Action,Comedy,Crime",5.8,168732,movie
Army of the Dead,2021,"Action,Adventure,Crime",5.8,199983,movie
Hanna,2011,"Action,Adventure,Drama",6.7,214365,movie
The Wolf of Wall Street,2013,"Biography,Comedy,Crime",8.2,1770159,movie
Code Geass,2006,"Action,Animation,Drama",8.7,101601,tvSeries
Ghost Town,2008,"Comedy,Drama,Fantasy",6.7,81291,movie
The Experiment,2010,"Drama,Thriller",6.4,59658,movie
Sex and the City,2008,"Comedy,Drama,Romance",5.7,132916,movie
He's Just Not That Into You,2009,"Comedy,Drama,Romance",6.4,193566,movie
The Last Voyage of the Demeter,2023,"Fantasy,Horror,Thriller",6.1,69431,movie
Megamind,2010,"Action,Adventure,Animation",7.3,323318,movie
The Little Things,2021,"Crime,Drama,Mystery",6.3,140122,movie
Laal Singh Chaddha,2022,"Comedy,Drama,Romance",5.6,181295,movie
Countdown,2019,"Horror,Thriller",5.4,52502,movie
Unhinged,2020,"Action,Thriller",6.0,86214,movie
Never Have I Ever,2020,"Comedy,Drama",7.8,93541,tvSeries
Zack and Miri Make a Porno,2008,"Comedy,Romance",6.5,186350,movie
The Iron Lady,2011,"Biography,Drama",6.4,116637,movie
Gangubai Kathiawadi,2022,"Biography,Crime,Drama",7.8,66764,movie
Slumdog Millionaire,2008,"Crime,Drama,Romance",8.0,907604,movie
Knight and Day,2010,"Action,Adventure,Comedy",6.3,224026,movie
Fast & Furious,2009,"Action,Thriller",6.5,333636,movie
Milk,2008,"Biography,Drama,History",7.5,185562,movie
Alice in Wonderland,2010,"Adventure,Family,Fantasy",6.4,465811,movie
Child 44,2015,"Crime,Drama,History",6.4,79473,movie
Shazam! Fury of the Gods,2023,"Action,Adventure,Comedy",5.9,144113,movie
Cinderella,2021,"Comedy,Family,Fantasy",4.4,50171,movie
The Nun II,2023,"Horror,Mystery,Thriller",5.6,80206,movie
All Quiet on the Western Front,2022,"Drama,History,War",7.8,311623,movie
What If...?,2021,"Action,Adventure,Animation",7.3,159245,tvSeries
Bones and All,2022,"Drama,Horror,Romance",6.8,72715,movie
"Red, White & Royal Blue",2023,"Comedy,Romance",7.0,64121,movie
The Runaways,2010,"Biography,Drama,Music",6.5,52505,movie
Splice,2009,"Horror,Sci-Fi",5.8,106205,movie
Soorarai Pottru,2020,Drama,8.6,131429,movie
A Serious Man,2009,"Comedy,Drama",7.0,157838,movie
Selma,2014,"Biography,Drama,History",7.5,98932,movie
Eden Lake,2008,"Horror,Thriller",6.7,108533,movie
Centurion,2010,"Action,Drama,History",6.3,89389,movie
500 Days of Summer,2009,"Comedy,Drama,Romance",7.6,613589,movie
Never Back Down,2008,"Action,Drama,Sport",6.6,111024,movie
The Way Back,2010,"Adventure,Drama,History",7.3,127123,movie
Vinland Saga,2019,"Action,Adventure,Animation",8.8,130911,tvSeries
Step Up 2 the Streets,2008,"Drama,Music,Romance",6.2,94303,movie
Wild Child,2008,Comedy,6.1,68106,movie
Argo,2012,"Biography,Drama,History",7.7,663676,movie
Om Shanti Om,2007,"Action,Comedy,Drama",6.8,55944,movie
Gemini Man,2019,"Action,Sci-Fi,Thriller",5.7,130424,movie
The Father,2020,"Drama,Mystery",8.2,241883,movie
To Catch a Killer,2023,"Action,Crime,Drama",6.6,56312,movie
Wall Street: Money Never Sleeps,2010,Drama,6.2,109668,movie
Coolie No. 1,2020,"Action,Comedy,Romance",4.2,74768,movie
