Title,Year,Genres,Rating,Votes,Type
Leave No Trace,2018,"Adventure,Drama",7.1,70047,movie
Guardians of the Galaxy Vol. 2,2017,"Action,Adventure,Comedy",7.6,823059,movie
Puss in Boots: The Last Wish,2022,"Action,Adventure,Animation",7.8,221660,movie
Big Little Lies,2017,"Crime,Drama,Mystery",8.4,243217,tvSeries
The Space Between Us,2017,"Drama,Romance,Sci-Fi",6.4,58593,movie
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action,Adventure,Animation",5.9,105889,movie
Popstar: Never Stop Never Stopping,2016,"Comedy,Drama,Music",6.7,73768,movie
Okja,2017,"Action,Adventure,Drama",7.3,141126,movie
The Endless,2017,"Horror,Mystery,Sci-Fi",6.5,56268,movie
The House That Jack Built,2018,"Crime,Drama,Horror",6.8,105003,movie
Colonia,2015,"Biography,Drama,History",7.0,59532,movie
Supergirl,2015,"Action,Adventure,Drama",6.2,134399,tvSeries
The Handmaiden,2016,"Drama,Romance,Thriller",8.1,200703,movie
Manchester by the Sea,2016,Drama,7.8,353027,movie
Swiss Army Man,2016,"Comedy,Drama,Fantasy",6.9,140206,movie
Citizenfour,2014,"Biography,Documentary",8.0,59866,movie
Maze Runner: The Scorch Trials,2015,"Action,Adventure,Sci-Fi",6.3,304870,movie
Dirk Gently's Holistic Detective Agency,2016,"Action,Adventure,Comedy",8.1,62182,tvSeries
Toni Erdmann,2016,"Comedy,Drama",7.3,54811,movie
The Shallows,2016,"Drama,Horror,Thriller",6.3,152836,movie
Lucifer,2016,"Crime,Drama,Fantasy",8.0,389336,tvSeries
Green Room,2015,"Horror,Thriller",7.0,152687,movie
A Man Called Ove,2015,"Comedy,Drama,Romance",7.7,74212,movie
Twin Peaks,2017,"Crime,Drama,Horror",8.5,88634,tvSeries
The Purge: Election Year,2016,"Action,Horror,Sci-Fi",6.0,118476,movie
The Lego Batman Movie,2017,"Action,Adventure,Animation",7.3,190909,movie
Fantastic Beasts: The Crimes of Grindelwald,2018,"Adventure,Family,Fantasy",6.5,329961,movie
Fantastic Beasts: The Secrets of Dumbledore,2022,"Adventure,Fantasy",6.2,191266,movie
After,2019,"Drama,Romance",5.3,75225,movie
Florence Foster Jenkins,2016,"Biography,Comedy,Drama",6.8,62068,movie
Keanu,2016,"Action,Comedy,Crime",6.2,54826,movie
Polar,2019,"Action,Crime,Thriller",6.3,106480,movie
Shadowhunters,2016,"Action,Drama,Fantasy",6.5,76433,tvSeries
Scream Queens,2015,"Comedy,Horror,Mystery",7.1,50684,tvSeries
Captain Marvel,2019,"Action,Adventure,Sci-Fi",6.7,654272,movie
Avengers: Infinity War,2018,"Action,Adventure,Sci-Fi",8.4,1357521,movie
Avengers: Endgame,2019,"Action,Adventure,Sci-Fi",8.4,1430229,movie
Free Fire,2016,"Action,Comedy,Crime",6.3,53181,movie
Mr. Robot,2015,"Crime,Drama,Thriller",8.5,463548,tvSeries
Don't Breathe,2016,"Crime,Horror,Thriller",7.1,328497,movie
M.S. Dhoni: The Untold Story,2016,"Biography,Drama,Sport",8.0,75327,movie
13 Hours: The Secret Soldiers of Benghazi,2016,"Action,Drama,History",7.3,178429,movie
Look Who's Back,2015,"Comedy,Drama,Fantasy",7.0,53663,movie
The Gift,2015,"Drama,Mystery,Thriller",7.0,184188,movie
The Last Kingdom,2015,"Action,Drama,History",8.5,187220,tvSeries
Ash vs Evil Dead,2015,"Action,Comedy,Horror",8.4,84619,tvSeries
Anthropoid,2016,"Action,Drama,History",7.2,58801,movie
Jason Bourne,2016,"Action,Thriller",6.6,256252,movie
Molly's Game,2017,"Biography,Crime,Drama",7.4,202488,movie
Widows,2018,"Crime,Drama,Thriller",6.8,108769,movie
The Babysitter,2017,"Comedy,Horror",6.4,121061,movie
Victoria,2015,"Crime,Drama,Romance",7.6,66840,movie
Yellowstone,2018,"Drama,Western",8.6,304592,tvSeries
The Last Duel,2021,"Drama,History,Thriller",7.3,204705,movie
Alpha,2018,"Adventure,Drama",6.6,71404,movie
The Magicians,2015,"Drama,Fantasy,Mystery",7.6,59847,tvSeries
The Witch,2015,"Drama,Fantasy,Horror",7.0,348871,movie
Billions,2016,Drama,8.3,117379,tvSeries
The Good Nurse,2022,"Biography,Crime,Drama",6.8,89831,movie
The Founder,2016,"Biography,Drama",7.2,203100,movie
Terrifier,2016,Horror,5.5,93676,movie
The Circle,2017,"Drama,Mystery,Sci-Fi",5.4,105056,movie
Atlanta,2016,"Comedy,Drama,Music",8.6,97824,tvSeries
The Jinx: The Life and Deaths of Robert Durst,2015,"Biography,Crime,Documentary",8.6,58199,tvSeries
Kubo and the Two Strings,2016,"Action,Adventure,Animation",7.7,146045,movie
Fractured,2019,"Drama,Mystery,Thriller",6.5,111405,movie
Ouija: Origin of Evil,2016,"Drama,Horror,Mystery",6.2,81749,movie
The Peanut Butter Falcon,2019,"Adventure,Comedy,Drama",7.6,118807,movie
20th Century Women,2016,"Comedy,Drama",7.3,52059,movie
Airlift,2016,"Drama,History",7.9,61386,movie
The Gilded Age,2022,Drama,8.1,52242,tvSeries
Limitless,2015,"Comedy,Crime,Drama",7.6,74760,tvSeries
John Wick: Chapter 2,2017,"Action,Crime,Thriller",7.4,565908,movie
Quantico,2015,"Crime,Drama,Mystery",6.7,65723,tvSeries
Drishyam,2015,"Crime,Drama,Mystery",8.2,107688,movie
Neighbors 2: Sorority Rising,2016,Comedy,5.7,136693,movie
Better Watch Out,2016,"Comedy,Horror,Thriller",6.5,52426,movie
Shaft,2019,"Action,Comedy,Crime",6.4,61993,movie
Fifty Shades Darker,2017,"Drama,Mystery,Romance",4.6,120672,movie
Paddington 2,2017,"Adventure,Comedy,Family",7.8,112828,movie
Blindspot,2015,"Action,Crime,Drama",7.3,85470,tvSeries
Fifty Shades Freed,2018,"Drama,Mystery,Romance",4.6,82437,movie
Superstore,2015,Comedy,7.9,83144,tvSeries
Gifted,2017,Drama,7.6,157657,movie
The House,2017,"Comedy,Crime",5.6,50087,movie
Gran Turismo,2023,"Action,Adventure,Drama",7.1,133375,movie
Maze Runner: The Death Cure,2018,"Action,Adventure,Sci-Fi",6.3,189122,movie
Why Him?,2016,Comedy,6.2,134668,movie
One Punch Man,2015,"Action,Animation,Comedy",8.6,222350,tvSeries
Café Society,2016,"Comedy,Drama,Romance",6.6,84547,movie
Ghostbusters: Afterlife,2021,"Adventure,Comedy,Fantasy",7.0,239678,movie
Frozen II,2019,"Adventure,Animation,Comedy",6.8,217088,movie
Overlord,2018,"Action,Horror,Sci-Fi",6.6,115022,movie
DC's Legends of Tomorrow,2016,"Action,Adventure,Drama",6.7,114232,tvSeries
Robin Hood,2018,"Action,Adventure,Drama",5.4,86076,movie
Miss Sloane,2016,Drama,7.5,88258,movie
The Girl with All the Gifts,2016,"Action,Adventure,Drama",6.6,68661,movie
Nocturnal Animals,2016,"Drama,Thriller",7.4,337075,movie
Darkest Hour,2017,"Biography,Drama,History",7.4,241862,movie
Mile 22,2018,"Action,Crime,Thriller",6.1,93236,movie
Mulan,2020,"Action,Adventure,Drama",5.8,167372,movie
Patriots Day,2016,"Action,Crime,Drama",7.3,121547,movie
Stranger Things,2016,"Drama,Fantasy,Horror",8.6,1677663,tvSeries
Christopher Robin,2018,"Adventure,Comedy,Drama",7.2,90346,movie
Five Nights at Freddy's,2023,"Horror,Mystery,Thriller",5.4,135893,movie
Luckiest Girl Alive,2022,"Drama,Mystery,Thriller",6.4,59832,movie
Can You Ever Forgive Me?,2018,"Biography,Comedy,Crime",7.1,58535,movie
The Alienist,2018,"Crime,Drama,Mystery",7.7,64406,tvSeries
Purple Hearts,2022,"Drama,Music,Romance",6.7,70254,movie
Battle of the Sexes,2017,"Biography,Comedy,Drama",6.7,63362,movie
Storks,2016,"Adventure,Animation,Comedy",6.8,71999,movie
Roofman,2025,"Biography,Crime,Drama",7.0,61195,movie
The Fate of the Furious,2017,"Action,Crime,Thriller",6.6,272678,movie
Shot Caller,2017,"Crime,Drama,Thriller",7.3,112698,movie
Spider-Man: Into the Spider-Verse,2018,"Action,Adventure,Animation",8.4,778853,movie
Master of None,2015,"Comedy,Drama",8.2,78606,tvSeries
The OA,2016,"Drama,Fantasy,Mystery",7.8,126242,tvSeries
Kingsman: The Golden Circle,2017,"Action,Adventure,Comedy",6.7,399104,movie
Bad Moms,2016,Comedy,6.2,140745,movie
Colossal,2016,"Comedy,Drama,Fantasy",6.2,73906,movie
The New Mutants,2020,"Action,Horror,Mystery",5.3,100593,movie
Collateral Beauty,2016,"Drama,Romance",6.8,108985,movie
The Death of Stalin,2017,"Comedy,Drama,History",7.3,125599,movie
In the Tall Grass,2019,"Horror,Mystery,Sci-Fi",5.5,72858,movie
Goliath,2016,Drama,8.1,63067,tvSeries
It Comes at Night,2017,"Drama,Horror,Mystery",6.1,110455,movie
Hunt for the Wilderpeople,2016,"Adventure,Comedy,Drama",7.8,152126,movie
Bumblebee,2018,"Action,Adventure,Sci-Fi",6.7,206693,movie
Now You See Me: Now You Don't,2025,"Crime,Thriller",5.9,56025,movie
Klaus,2019,"Adventure,Animation,Comedy",8.2,234094,movie
A Cure for Wellness,2016,"Drama,Fantasy,Horror",6.4,122884,movie
TVF Pitchers,2015,"Comedy,Drama",9.1,79444,tvSeries
War Machine,2017,"Comedy,Drama,War",6.0,52567,movie
The Mauritanian,2021,"Biography,Drama,Thriller",7.5,71405,movie
Pitch Perfect 3,2017,"Comedy,Music",5.8,78003,movie
The Do-Over,2016,"Action,Adventure,Comedy",5.7,56627,movie
Flow,2024,"Adventure,Animation,Family",7.9,123812,movie
The Promise,2016,"Action,Adventure,Drama",6.1,180269,movie
Maleficent: Mistress of Evil,2019,"Adventure,Drama,Family",6.6,131281,movie
The Meg,2018,"Action,Adventure,Horror",5.7,226427,movie
Imperium,2016,"Crime,Drama,Mystery",6.5,53338,movie
Lights Out,2016,"Horror,Mystery",6.3,151405,movie
The Crown,2016,"Biography,Drama,History",8.6,279387,tvSeries
Rough Night,2017,Comedy,5.2,58602,movie
Sultan,2016,"Action,Drama,Romance",7.1,58612,movie
A Series of Unfortunate Events,2017,"Adventure,Comedy,Drama",7.7,71924,tvSeries
Good Time,2017,"Crime,Drama,Thriller",7.3,154568,movie
Hidden Figures,2016,"Biography,Drama,History",7.8,286207,movie
Baahubali 2: The Conclusion,2017,"Action,Drama",8.2,132575,movie
Batman: The Killing Joke,2016,"Action,Animation,Crime",6.4,65338,movie
The Invisible Guest,2016,"Crime,Drama,Mystery",8.0,211225,movie
The Covenant,2023,"Action,Drama,Thriller",7.5,206740,movie
The Emoji Movie,2017,"Adventure,Animation,Comedy",3.5,78965,movie
Jurassic World: Fallen Kingdom,2018,"Action,Adventure,Sci-Fi",6.1,378250,movie
Perfect Strangers,2016,"Comedy,Drama,Thriller",7.7,76895,movie
Mission: Impossible - Fallout,2018,"Action,Adventure,Thriller",7.7,417399,movie
The Curse of La Llorona,2019,"Horror,Mystery,Thriller",5.3,65418,movie
Just Mercy,2019,"Biography,Crime,Drama",7.6,84126,movie
Bad Boys: Ride or Die,2024,"Action,Adventure,Comedy",6.5,111625,movie
Lady Bird,2017,"Comedy,Drama",7.4,361049,movie
Raw,2016,"Drama,Horror",6.9,96001,movie
The Good Place,2016,"Comedy,Drama,Fantasy",8.2,218253,tvSeries
The Sisters Brothers,2018,"Drama,Western",6.9,75130,movie
Split,2016,"Horror,Thriller",7.3,616845,movie
Moonlight,2016,Drama,7.4,350247,movie
Borderlands,2024,"Action,Adventure,Comedy",4.7,56650,movie
The Square,2017,"Comedy,Drama",7.1,82448,movie
Ambulance,2022,"Action,Crime,Drama",6.1,112243,movie
Dunkirk,2017,"Action,Drama,History",7.8,801601,movie
Preacher,2016,"Adventure,Comedy,Fantasy",7.9,86595,tvSeries
Hush,2016,"Horror,Thriller",6.6,168443,movie
"Three Billboards Outside Ebbing, Missouri",2017,"Comedy,Crime,Drama",8.1,602657,movie
Mary Poppins Returns,2018,"Adventure,Comedy,Family",6.6,100456,movie
Charlie's Angels,2019,"Action,Adventure,Comedy",5.0,84662,movie
Godzilla vs. Kong,2021,"Action,Sci-Fi,Thriller",6.3,265274,movie
Nosferatu,2024,"Fantasy,Horror,Mystery",7.1,261139,movie
Get Out,2017,"Horror,Mystery,Thriller",7.8,808135,movie
Sicario: Day of the Soldado,2018,"Action,Crime,Drama",7.1,189482,movie
Tom Clancy's Jack Ryan,2018,"Action,Crime,Drama",8.0,191123,tvSeries
Ozark,2017,"Crime,Drama,Thriller",8.4,388693,tvSeries
Color Out of Space,2019,"Horror,Mystery,Sci-Fi",6.1,64229,movie
Dangal,2016,"Action,Biography,Drama",8.3,240378,movie
The Favourite,2018,"Biography,Comedy,Drama",7.5,257051,movie
Transformers: Rise of the Beasts,2023,"Action,Adventure,Sci-Fi",6.0,129929,movie
Papillon,2017,"Adventure,Biography,Crime",7.2,95085,movie
Ant-Man and the Wasp,2018,"Action,Adventure,Comedy",7.0,491158,movie
Isle of Dogs,2018,"Adventure,Animation,Comedy",7.8,209573,movie
Morbius,2022,"Action,Adventure,Horror",5.1,170463,movie
Raya and the Last Dragon,2021,"Action,Adventure,Animation",7.3,186653,movie
Mother!,2017,"Drama,Horror,Mystery",6.6,266862,movie
The Secret Life of Pets 2,2019,"Adventure,Animation,Comedy",6.4,77573,movie
Minions: The Rise of Gru,2022,"Adventure,Animation,Comedy",6.5,104150,movie
Legion,2017,"Action,Sci-Fi,Thriller",8.1,103125,tvSeries
Togo,2019,"Adventure,Biography,Drama",7.9,61734,movie
Peter Rabbit,2018,"Adventure,Animation,Comedy",6.6,52501,movie
Annabelle: Creation,2017,"Horror,Mystery,Thriller",6.5,168770,movie
Ocean's Eight,2018,"Comedy,Crime,Thriller",6.3,259931,movie
"Love, Simon",2018,"Comedy,Drama,Romance",7.5,133727,movie
"I, Daniel Blake",2016,Drama,7.8,68062,movie
Star Trek: Discovery,2017,"Action,Adventure,Drama",7.0,145497,tvSeries
The Girl in the Spider's Web,2018,"Action,Adventure,Crime",6.1,55290,movie
The Ministry of Ungentlemanly Warfare,2024,"Action,Comedy,War",6.8,154592,movie
The Witcher,2019,"Action,Adventure,Drama",7.9,618282,tvSeries
The Salesman,2016,"Drama,Thriller",7.7,68476,movie
Making a Murderer,2015,"Crime,Documentary",8.5,107845,tvSeries
Operation Finale,2018,"Biography,Drama,History",6.6,53684,movie
The Wailing,2016,"Drama,Horror",7.4,97415,movie
Hotel Transylvania 3: Summer Vacation,2018,"Adventure,Animation,Comedy",6.3,98464,movie
Lost in Space,2018,"Adventure,Drama,Family",7.3,112642,tvSeries
How It Ends,2018,"Action,Drama,Horror",5.1,63134,movie
Paterson,2016,"Comedy,Drama,Romance",7.3,95026,movie
Mindhunter,2017,"Crime,Drama,Mystery",8.6,392044,tvSeries
All the Money in the World,2017,"Biography,Crime,Drama",6.8,96072,movie
Designated Survivor,2016,"Action,Drama,Mystery",7.4,114639,tvSeries
Set It Up,2018,"Comedy,Romance",6.5,74830,movie
Happy Death Day,2017,"Comedy,Horror,Mystery",6.6,184265,movie
Your Name.,2016,"Animation,Drama,Fantasy",8.4,386444,movie
A Silent Voice: The Movie,2016,"Animation,Drama",8.2,137965,movie
Barry,2018,"Action,Comedy,Crime",8.3,141003,tvSeries
Wind River,2017,"Crime,Drama,Mystery",7.7,312164,movie
Sound of Metal,2019,"Drama,Music",7.7,183750,movie
Disenchantment,2018,"Action,Adventure,Animation",7.2,79620,tvSeries
Detroit,2017,"Crime,Drama,History",7.3,58792,movie
Anon,2018,"Crime,Mystery,Sci-Fi",6.1,51669,movie
Riverdale,2017,"Crime,Drama,Mystery",6.4,164904,tvSeries
Anne with an E,2017,"Drama,Family",8.6,79636,tvSeries
Official Secrets,2019,"Biography,Crime,Drama",7.3,60214,movie
F9: The Fast Saga,2021,"Action,Crime,Thriller",5.2,178625,movie
Fast X,2023,"Action,Adventure,Crime",5.7,144311,movie
Logan Lucky,2017,"Action,Comedy,Crime",7.0,175886,movie
Life,2017,"Horror,Sci-Fi,Thriller",6.6,275585,movie
Hotel Mumbai,2018,"Action,Drama,History",7.6,78187,movie
The Big Sick,2017,"Comedy,Drama,Romance",7.5,149799,movie
Deadpool 2,2018,"Action,Adventure,Comedy",7.6,739347,movie
Hostiles,2017,"Drama,Western",7.2,106552,movie
Samaritan,2022,"Action,Drama,Fantasy",5.7,61046,movie
Hustlers,2019,"Comedy,Crime,Drama",6.3,112492,movie
Timeless,2016,"Action,Adventure,Drama",7.6,50793,tvSeries
Bright,2017,"Action,Fantasy,Thriller",6.3,209126,movie
Maestro,2023,"Biography,Drama,History",6.5,69083,movie
The Meyerowitz Stories,2017,"Comedy,Drama",6.9,56566,movie
Killers of the Flower Moon,2023,"Crime,Drama,History",7.5,303512,movie
To the Bone,2017,Drama,6.7,58846,movie
This Is Us,2016,"Comedy,Drama,Romance",8.7,173224,tvSeries
The Good Liar,2019,"Crime,Drama,Mystery",6.7,54109,movie
Pink,2016,"Crime,Drama,Thriller",8.0,51926,movie
Animal Kingdom,2016,"Crime,Drama",8.2,55142,tvSeries
"I, Tonya",2017,"Biography,Comedy,Drama",7.5,260122,movie
The Shape of Water,2017,"Drama,Fantasy,Romance",7.3,473302,movie
Santa Clarita Diet,2017,"Comedy,Horror",7.8,82778,tvSeries
The Beguiled,2017,"Drama,History,Thriller",6.3,65874,movie
Doctor Sleep,2019,"Drama,Fantasy,Horror",7.3,243251,movie
His Dark Materials,2019,"Adventure,Drama,Fantasy",7.7,93822,tvSeries
Tully,2018,"Comedy,Drama,Mystery",6.9,66079,movie
Mid90s,2018,"Comedy,Drama",7.4,87135,movie
Manhunt,2017,"Biography,Crime,Drama",8.1,66724,tvSeries
The Chosen,2017,"Drama,History",9.1,68207,tvSeries
My Hero Academia,2016,"Action,Adventure,Animation",8.2,116636,tvSeries
The Ritual,2017,"Horror,Mystery,Thriller",6.4,141373,movie
The Old Man,2022,"Action,Drama,Thriller",7.5,62513,tvSeries
The Florida Project,2017,Drama,7.6,145571,movie
Travelers,2016,"Drama,Mystery,Sci-Fi",8.0,71655,tvSeries
Daddy's Home 2,2017,Comedy,6.1,92096,movie
Brawl in Cell Block 99,2017,"Crime,Drama,Thriller",7.1,82645,movie
The First Omen,2024,Horror,6.5,70659,movie
The Punisher,2017,"Action,Crime,Drama",8.4,298455,tvSeries
Fleabag,2016,"Comedy,Drama",8.7,242868,tvSeries
Sorry to Bother You,2018,"Comedy,Drama,Fantasy",6.9,93762,movie
The Orville,2017,"Adventure,Comedy,Sci-Fi",8.0,108254,tvSeries
Under the Silver Lake,2018,"Crime,Mystery,Thriller",6.5,59770,movie
Cats,2019,"Comedy,Drama,Family",2.8,58911,movie
Train to Busan,2016,"Action,Horror,Thriller",7.6,302624,movie
I Don't Feel at Home in This World Anymore,2017,"Comedy,Crime,Drama",6.9,67358,movie
The Grand Tour,2016,"Adventure,Comedy,Sport",8.7,94141,tvSeries
The Killing of a Sacred Deer,2017,"Drama,Horror,Mystery",7.0,213184,movie
Cold Pursuit,2019,"Action,Comedy,Crime",6.2,84256,movie
Insidious: The Last Key,2018,"Horror,Mystery,Thriller",5.7,79509,movie
Call Me by Your Name,2017,"Drama,Romance",7.8,355821,movie
Uncut Gems,2019,"Crime,Drama,Thriller",7.4,352329,movie
You Were Never Really Here,2017,"Crime,Drama,Thriller",6.7,135065,movie
Warrior,2019,"Action,Crime,Drama",8.4,52796,tvSeries
Dark,2017,"Crime,Drama,Mystery",8.7,536563,tvSeries
Skyscraper,2018,"Action,Adventure,Thriller",5.8,144553,movie
GLOW,2017,"Comedy,Drama,Sport",8.0,54206,tvSeries
Underwater,2020,"Action,Adventure,Horror",5.9,107525,movie
Summer of 84,2018,"Crime,Drama,Horror",6.7,51147,movie
Phantom Thread,2017,"Drama,Romance",7.4,160583,movie
When We First Met,2018,"Comedy,Fantasy,Romance",6.4,56884,movie
The Marvelous Mrs. Maisel,2017,"Comedy,Drama",8.6,157084,tvSeries
The Mountain II,2016,"Action,Drama,War",8.2,112552,movie
The Nun,2018,"Horror,Mystery,Thriller",5.4,193915,movie
Spies in Disguise,2019,"Action,Adventure,Animation",6.8,62260,movie
The Handmaid's Tale,2017,"Drama,Sci-Fi,Thriller",8.3,294582,tvSeries
Hotel Artemis,2018,"Action,Crime,Drama",6.1,62127,movie
Moonfall,2022,"Action,Adventure,Sci-Fi",5.2,111761,movie
Ralph Breaks the Internet,2018,"Adventure,Animation,Comedy",7.0,203585,movie
Veronica,2017,"Horror,Mystery",6.2,52803,movie
The Laundromat,2019,"Comedy,Crime,Drama",6.3,57723,movie
Slow Horses,2022,"Drama,Thriller",8.3,143674,tvSeries
Pokémon: Detective Pikachu,2019,"Adventure,Comedy,Family",6.5,195445,movie
Plane,2023,"Action,Adventure,Thriller",6.5,102882,movie
Escape Room,2019,"Action,Adventure,Horror",6.4,158449,movie
Mob Psycho 100,2016,"Action,Animation,Comedy",8.5,64954,tvSeries
Possessor,2020,"Horror,Mystery,Sci-Fi",6.5,53257,movie
The Professor and the Madman,2019,"Biography,Drama,History",7.2,54735,movie
Superman,2025,"Action,Adventure,Sci-Fi",7.0,393331,movie
Ingrid Goes West,2017,"Comedy,Drama,Horror",6.6,51300,movie
Captive State,2019,"Sci-Fi,Thriller",6.0,60349,movie
The Little Mermaid,2023,"Adventure,Family,Fantasy",7.2,177605,movie
Reis,2017,"Biography,Drama",1.0,74549,movie
The Sinner,2017,"Crime,Drama,Mystery",7.8,151294,tvSeries
Greyhound,2020,"Drama,History,War",7.0,131549,movie
First Reformed,2017,"Drama,Mystery,Thriller",7.1,67068,movie
Sacred Games,2018,"Action,Crime,Drama",8.5,97423,tvSeries
I See You,2019,"Horror,Mystery,Thriller",6.8,75246,movie
The Lion King,2019,"Adventure,Animation,Drama",6.8,290331,movie
The Woman in the Window,2021,"Crime,Drama,Mystery",5.7,89620,movie
The First Purge,2018,"Action,Horror,Sci-Fi",5.2,77852,movie
Aladdin,2019,"Adventure,Comedy,Family",6.9,312842,movie
John Wick: Chapter 3 - Parabellum,2019,"Action,Crime,Drama",7.4,476415,movie
Vikram Vedha,2017,"Action,Crime,Drama",8.2,55137,movie
Roma,2018,Drama,7.6,177823,movie
Snowpiercer,2020,"Action,Drama,Sci-Fi",6.9,74200,tvSeries
Wonka,2023,"Adventure,Comedy,Family",6.9,191245,movie
Angel Has Fallen,2019,"Action,Thriller",6.4,122035,movie
Snow White,2025,"Adventure,Family,Fantasy",2.2,394251,movie
American Animals,2018,"Biography,Crime,Drama",7.0,52503,movie
1922,2017,"Crime,Drama,Horror",6.2,77981,movie
Apostle,2018,"Drama,Fantasy,Horror",6.3,65639,movie
Young Sheldon,2017,Comedy,7.7,144442,tvSeries
Don't Breathe 2,2021,"Action,Crime,Horror",6.0,81216,movie
The End of the F***ing World,2017,"Adventure,Comedy,Crime",8.0,244399,tvSeries
Code 8,2019,"Action,Crime,Drama",6.1,57585,movie
Deadpool & Wolverine,2024,"Action,Adventure,Comedy",7.5,558262,movie
Free Guy,2021,"Action,Adventure,Comedy",7.1,483606,movie
A Ghost Story,2017,"Drama,Fantasy,Mystery",6.8,86074,movie
Vice,2018,"Biography,Comedy,Drama",7.2,173893,movie
Brahmastra Part One: Shiva,2022,"Action,Adventure,Fantasy",5.6,115414,movie
I Am Mother,2019,"Drama,Mystery,Sci-Fi",6.7,105588,movie
The Post,2017,"Biography,Drama,History",7.2,171236,movie
Adrift,2018,"Action,Adventure,Biography",6.6,65715,movie
Atypical,2017,"Comedy,Drama",8.2,113138,tvSeries
Final Space,2018,"Action,Adventure,Animation",8.2,50994,tvSeries
Spider-Man: Far from Home,2019,"Action,Adventure,Comedy",7.3,631177,movie
Icarus,2017,"Documentary,Sport",7.9,57870,movie
The Suicide Squad,2021,"Action,Adventure,Comedy",7.2,454931,movie
Creed II,2018,"Action,Drama,Sport",7.1,168972,movie
A Bad Moms Christmas,2017,Comedy,5.6,62242,movie
Bombshell,2019,"Biography,Drama",6.8,135405,movie
Downton Abbey,2019,"Drama,Romance",7.4,70749,movie
Blood Red Sky,2021,"Action,Drama,Horror",6.1,60094,movie
The Ballad of Buster Scruggs,2018,"Comedy,Drama,Musical",7.2,183064,movie
