Title,Year,Genres,Rating,Votes,Type,Popularity,Decade
A Beautiful Mind,2001,"Biography,Drama,Mystery",8.2,1048614,movie,113.67643477136357,2000
The Majestic,2001,"Drama,Romance",6.9,60584,movie,75.98132416447625,2000
The Hunted,2003,"Action,Crime,Drama",6.1,54600,movie,66.53751388657128,2000
Confessions of a Dangerous Mind,2002,"Biography,Comedy,Crime",7.0,95312,movie,80.25437699907928,2000
Kiss of the Dragon,2001,"Action,Crime,Thriller",6.6,69447,movie,73.57890639465442,2000
Eight Legged Freaks,2002,"Action,Adventure,Comedy",5.5,62858,movie,60.76748421210385,2000
National Security,2003,"Action,Comedy,Crime",5.6,57443,movie,61.36787121231483,2000
The Last Castle,2001,"Action,Drama,Thriller",7.0,90686,movie,79.90610788420909,2000
K-PAX,2001,"Drama,Mystery,Sci-Fi",7.4,201940,movie,90.39637167893152,2000
Punch-Drunk Love,2002,"Comedy,Drama,Romance",7.3,196859,movie,88.9887740125528,2000
Orange County,2002,"Comedy,Drama",6.2,53814,movie,67.53839139914557,2000
Johnny English,2003,"Action,Adventure,Comedy",6.3,184586,movie,76.39298577868615,2000
The Hours,2002,"Drama,Romance",7.5,146576,movie,89.21474508191243,2000
Secretary,2002,"Comedy,Drama,Romance",6.9,108729,movie,80.01663540530491,2000
Justice League,2001,"Action,Adventure,Animation",8.5,56762,tvSeries,93.04629011724708,2000
Cowboy Bebop: The Movie - Knockin' on Heaven's Door,2001,"Action,Animation,Crime",7.8,57032,movie,85.42066878382022,2000
Bad Education,2004,"Crime,Drama",7.4,65742,movie,82.09185019528752,2000
Lilo & Stitch,2002,"Adventure,Animation,Comedy",7.4,242092,movie,91.73834092655838,2000
About a Boy,2002,"Comedy,Drama,Romance",7.1,199544,movie,86.6469093008456,2000
Dogville,2003,"Crime,Drama",8.0,167845,movie,96.24636970770285,2000
I Am Sam,2001,Drama,7.6,161648,movie,91.1481407210731,2000
The Scorpion King,2002,"Action,Adventure,Fantasy",5.5,151261,movie,65.59719155286723,2000
Not Another Teen Movie,2001,"Comedy,Romance",5.8,125512,movie,68.09290857297418,2000
We Were Soldiers,2002,"Action,Drama,History",7.2,159016,movie,86.23267275650713,2000
Samurai Jack,2001,"Action,Adventure,Animation",8.5,66122,tvSeries,94.34368279584669,2000
Enough,2002,"Crime,Drama,Thriller",5.8,51017,movie,62.871502299080184,2000
How High,2001,"Comedy,Fantasy",6.2,65081,movie,68.71700514689577,2000
Insomnia,2002,"Drama,Mystery,Thriller",7.2,340374,movie,91.71216210265665,2000
Smallville,2001,"Action,Adventure,Drama",7.5,150774,tvSeries,89.42652979423443,2000
Dragon Ball,1995,"Action,Adventure,Animation",8.5,75129,tvSeries,95.4291762776055,1990
Bad Company,2002,"Action,Comedy,Thriller",5.6,51906,movie,60.800262148687196,2000
Mr. Deeds,2002,"Comedy,Romance",5.8,163096,movie,69.61214672816645,2000
Dog Soldiers,2002,"Action,Horror,Thriller",6.8,70711,movie,75.93122370203282,2000
Gosford Park,2001,"Comedy,Drama,Mystery",7.2,101680,movie,83.01301852221602,2000
A Walk to Remember,2002,"Drama,Romance",7.3,230507,movie,90.14066652096531,2000
Bubba Ho-Tep,2002,"Comedy,Fantasy,Horror",6.9,54010,movie,75.18877900574986,2000
Van Wilder,2002,"Comedy,Romance",6.4,120398,movie,74.87077248270853,2000
No Man's Land,2001,"Comedy,Drama,War",7.9,50415,movie,85.5415478277358,2000
Showtime,2002,"Action,Comedy,Crime",5.6,67100,movie,62.23806020857472,2000
Ali G Indahouse,2002,Comedy,6.2,99379,movie,71.3415158368571,2000
24,2001,"Action,Crime,Drama",8.4,206135,tvSeries,102.78480721266395,2000
Alias,2001,"Action,Drama,Mystery",7.6,57517,tvSeries,83.29475234799776,2000
Scrubs,2001,"Comedy,Drama",8.4,283602,tvSeries,105.46474785673195,2000
Cube²: Hypercube,2002,"Horror,Mystery,Sci-Fi",5.5,72842,movie,61.578263949980595,2000
Dreamcatcher,2003,"Drama,Horror,Sci-Fi",5.5,100878,movie,63.36916929698841,2000
Monster's Ball,2001,"Drama,Romance",7.0,98156,movie,80.46019330130773,2000
Once Upon a Time in Mexico,2003,"Action,Crime,Thriller",6.3,176003,movie,76.09301481177623,2000
Signs,2002,"Drama,Mystery,Sci-Fi",6.8,412204,movie,87.91906082964637,2000
Shaolin Soccer,2001,"Action,Comedy,Fantasy",7.3,96207,movie,83.76207901327899,2000
The Triplets of Belleville,2003,"Adventure,Animation,Comedy",7.7,59243,movie,84.6184023958964,2000
The Shield,2002,"Crime,Drama,Thriller",8.7,96837,tvSeries,99.88282455524897,2000
Bend It Like Beckham,2002,"Comedy,Drama,Romance",6.7,122464,movie,78.49433500111037,2000
Hulk,2003,"Action,Sci-Fi",5.7,291518,movie,71.72228508489341,2000
What a Girl Wants,2003,"Comedy,Drama,Family",5.8,70371,movie,64.73691184767225,2000
Talk to Her,2002,"Drama,Mystery,Romance",7.9,121407,movie,92.4845401509129,2000
Spy Kids 2: Island of Lost Dreams,2002,"Action,Adventure,Comedy",5.3,78484,movie,59.73444532510196,2000
Daredevil,2003,"Action,Crime,Drama",5.3,240096,movie,65.66060884843091,2000
Ghost Ship,2002,"Horror,Mystery,Thriller",5.6,116598,movie,65.33232944051944,2000
28 Days Later,2002,"Drama,Horror,Sci-Fi",7.5,540967,movie,99.00835168362438,2000
Red Dragon,2002,"Crime,Drama,Thriller",7.2,310434,movie,91.04923150110027,2000
Analyze That,2002,"Comedy,Crime",5.9,92662,movie,67.47661108384362,2000
The Butterfly Effect,2004,"Drama,Sci-Fi,Thriller",7.6,553362,movie,100.50063434939203,2000
The Life of David Gale,2003,"Crime,Drama,Mystery",7.5,131898,movie,88.42338131691129,2000
Meet the Fockers,2004,"Comedy,Romance",6.4,301092,movie,80.73709532717287,2000
The Tuxedo,2002,"Action,Comedy,Sci-Fi",5.4,93119,movie,61.784821030010335,2000
X2: X-Men United,2003,"Action,Sci-Fi,Thriller",7.4,609492,movie,98.5708201570541,2000
Irreversible,2002,"Crime,Drama,Mystery",7.3,161662,movie,87.55082000844514,2000
The Office,2001,"Comedy,Drama",8.5,131865,tvSeries,100.21103858310381,2000
Trailer Park Boys,2001,"Comedy,Crime",8.5,57096,tvSeries,93.09615939553268,2000
Dil Chahta Hai,2001,"Comedy,Drama,Romance",8.0,79642,movie,90.28237496697076,2000
The Recruit,2003,"Action,Thriller",6.6,147048,movie,78.53019466428576,2000
The Rules of Attraction,2002,"Comedy,Drama,Romance",6.6,55477,movie,72.09657707621639,2000
Before the Devil Knows You're Dead,2007,"Crime,Drama,Thriller",7.3,121430,movie,85.46178068154941,2000
Mortal Kombat,2021,"Action,Adventure,Fantasy",6.1,203515,movie,74.56331944645446,2020
The Phantom of the Opera,2004,"Drama,Musical,Romance",7.2,137881,movie,85.20585316767355,2000
Rush Hour 3,2007,"Action,Comedy,Crime",6.3,198205,movie,76.84145990390027,2000
The Transporter,2002,"Action,Crime,Thriller",6.8,336955,movie,86.54839175097582,2000
My Sassy Girl,2001,"Comedy,Drama,Romance",7.9,52767,movie,85.90176606697344,2000
Rent,2005,"Drama,Musical,Romance",6.9,57983,movie,75.67854548750779,2000
Austin Powers in Goldmember,2002,"Action,Adventure,Comedy",6.3,233798,movie,77.88194047408058,2000
Harry Potter and the Chamber of Secrets,2002,"Adventure,Family,Fantasy",7.5,760623,movie,101.56419834977905,2000
Wrong Turn,2003,"Horror,Thriller",6.1,145016,movie,72.4960560968708,2000
xXx,2002,"Action,Adventure,Drama",5.9,193145,movie,71.8100592387422,2000
Ichi the Killer,2001,"Action,Crime,Drama",6.9,63622,movie,76.31893075010267,2000
The Blue Planet,2001,Documentary,9.0,50651,tvSeries,97.49442827536701,2000
The Chronicles of Riddick,2004,"Action,Adventure,Sci-Fi",6.6,250906,movie,82.05670206345813,2000
I Spy,2002,"Action,Adventure,Comedy",5.4,55359,movie,58.97661044334078,2000
Mindhunters,2004,"Crime,Horror,Thriller",6.3,67132,movie,70.02082148939684,2000
Far from Heaven,2002,"Drama,Romance",7.3,51441,movie,79.19179283158282,2000
The Ring,2002,"Horror,Mystery",7.1,400363,movie,91.59090109338274,2000
Shrek 2,2004,"Adventure,Animation,Comedy",7.4,551376,movie,97.82927465779439,2000
8 Mile,2002,"Drama,Music",7.2,349252,movie,91.89755282634998,2000
The Core,2003,"Action,Adventure,Sci-Fi",5.5,114671,movie,64.07402340719078,2000
Chicago,2002,"Comedy,Crime,Musical",7.2,255510,movie,89.64732115298331,2000
Gigli,2003,"Comedy,Crime,Romance",2.7,51959,movie,29.317167607569715,2000
Hero,2002,"Action,Adventure,Drama",7.9,193585,movie,96.17042857472434,2000
Jersey Girl,2004,"Comedy,Drama,Romance",6.2,74362,movie,69.54354209345745,2000
Lilya 4-Ever,2002,"Crime,Drama",7.8,55011,movie,85.13924986489474,2000
Shanghai Knights,2003,"Action,Adventure,Comedy",6.2,117255,movie,72.36705924179975,2000
Timeline,2003,"Action,Adventure,Sci-Fi",5.6,69065,movie,62.39969886715074,2000
Good Bye Lenin!,2003,"Comedy,Drama,Romance",7.7,159222,movie,92.23102145025773,2000
Jeepers Creepers 2,2003,Horror,5.7,76028,movie,64.06148474308316,2000
The Hot Chick,2002,"Comedy,Fantasy",5.6,109465,movie,64.97881679767204,2000
Old School,2003,Comedy,7.0,256183,movie,87.17553118282822,2000
Firefly,2002,"Adventure,Drama,Sci-Fi",8.9,299891,tvSeries,112.23945175312276,2000
Cabin Fever,2002,Horror,5.6,88379,movie,63.78058211752427,2000
Harry Potter and the Prisoner of Azkaban,2004,"Adventure,Family,Fantasy",7.9,761204,movie,106.98698768708347,2000
Mona Lisa Smile,2003,Drama,6.6,98707,movie,75.89941355629078,2000
The Santa Clause 2,2002,"Comedy,Family,Fantasy",5.8,69614,movie,64.6741816580158,2000
American Splendor,2003,"Biography,Comedy,Drama",7.4,54542,movie,80.70977481285095,2000
Anger Management,2003,Comedy,6.3,240937,movie,78.07143183531713,2000
Charlie's Angels: Full Throttle,2003,"Action,Adventure,Comedy",5.0,138553,movie,59.19504101444809,2000
Just Married,2003,"Comedy,Romance",5.5,77482,movie,61.91790511665462,2000
Scary Movie 3,2003,Comedy,5.6,170195,movie,67.45032065792496,2000
The Wire,2002,"Crime,Drama,Thriller",9.3,427186,tvSeries,120.57426558936656,2000
Shark Tale,2004,"Adventure,Animation,Comedy",6.0,211521,movie,73.57247737991764,2000
Solaris,2002,"Drama,Mystery,Romance",6.2,88931,movie,70.65281961620441,2000
25th Hour,2002,Drama,7.6,191037,movie,92.41769028214567,2000
Bad Santa,2003,"Comedy,Crime,Drama",7.0,167245,movie,84.19050557524167,2000
Finding Neverland,2004,"Biography,Drama,Family",7.6,216922,movie,93.38342771885085,2000
Blood Work,2002,"Action,Crime,Drama",6.4,50588,movie,69.32140590719915,2000
Final Destination 2,2003,"Horror,Thriller",6.2,216105,movie,76.15782201391484,2000
Identity,2003,"Mystery,Thriller",7.3,290503,movie,91.82939503037504,2000
The Dreamers,2003,"Drama,Romance",7.1,141534,movie,84.20809627420253,2000
Sympathy for Mr. Vengeance,2002,"Crime,Drama,Thriller",7.5,81076,movie,84.77356699018392,2000
Bowling for Columbine,2002,"Crime,Documentary,Drama",7.9,152177,movie,94.2691168087083,2000
Master and Commander: The Far Side of the World,2003,"Action,Adventure,Drama",7.5,254164,movie,93.34301255202958,2000
Holes,2003,"Adventure,Comedy,Drama",7.0,108964,movie,81.19140982000333,2000
The League of Extraordinary Gentlemen,2003,"Action,Adventure,Fantasy",5.8,191428,movie,70.54114881919764,2000
Wallace & Gromit: The Curse of the Were-Rabbit,2005,"Adventure,Animation,Comedy",7.5,156886,movie,89.7245602944888,2000
Monk,2002,"Comedy,Crime,Drama",8.1,101211,tvSeries,93.35219807720392,2000
The Cat in the Hat,2003,"Adventure,Comedy,Family",4.2,93661,movie,48.07923607030758,2000
CSI: Miami,2002,"Action,Crime,Drama",6.5,64202,tvSeries,71.95363267196517,2000
Out of Time,2003,"Crime,Drama,Mystery",6.5,71116,movie,72.61843956663701,2000
Runaway Jury,2003,"Crime,Drama,Thriller",7.1,120941,movie,83.09171252672719,2000
Two Weeks Notice,2002,"Comedy,Romance",6.2,133992,movie,73.1943193290815,2000
Love Actually,2003,"Comedy,Drama,Romance",7.5,578723,movie,99.51434423269883,2000
Tears of the Sun,2003,"Action,Drama,Thriller",6.6,137074,movie,78.06662295279757,2000
Bruce Almighty,2003,"Comedy,Fantasy",6.8,467183,movie,88.77043899536525,2000
21 Grams,2003,"Crime,Drama,Thriller",7.6,252938,movie,94.55083755575781,2000
House of Sand and Fog,2003,"Crime,Drama",7.5,75619,movie,84.25097140007006,2000
Open Range,2003,"Action,Drama,Romance",7.4,83806,movie,83.88832313384799,2000
Peter Pan,2003,"Adventure,Family,Fantasy",6.8,84603,movie,77.15093004051776,2000
Spider-Man 2,2004,"Action,Adventure,Sci-Fi",7.5,777501,movie,101.7288015690625,2000
Bridget Jones: The Edge of Reason,2004,"Comedy,Drama,Romance",6.0,132606,movie,70.77082562747387,2000
Cars,2006,"Adventure,Animation,Comedy",7.3,529429,movie,96.21074672777036,2000
City of God,2002,"Crime,Drama",8.6,865866,movie,117.57477479398358,2000
Daddy Day Care,2003,"Comedy,Family",5.7,78869,movie,64.27059810515104,2000
Hidalgo,2004,"Action,Adventure,Biography",6.7,88488,movie,76.3171689315,2000
The Incredibles,2004,"Action,Adventure,Animation",8.0,893040,movie,109.6190932135089,2000
The Italian Job,2003,"Action,Crime,Thriller",7.0,405647,movie,90.39267021580487,2000
Mission: Impossible III,2006,"Action,Adventure,Thriller",6.9,422958,movie,89.38969431999847,2000
The Motorcycle Diaries,2004,"Adventure,Biography,Drama",7.7,108678,movie,89.29031388755149,2000
Resident Evil: Apocalypse,2004,"Action,Horror,Sci-Fi",6.1,220023,movie,75.03907292847974,2000
Sahara,2005,"Action,Adventure,Comedy",6.1,108843,movie,70.7457367110701,2000
Berserk,1997,"Action,Adventure,Animation",8.7,76408,tvSeries,97.82143133091678,1990
Big Fish,2003,"Adventure,Drama,Fantasy",7.9,477134,movie,103.29686595752311,2000
The Day After Tomorrow,2004,"Action,Adventure,Sci-Fi",6.5,509283,movie,85.41493436559037,2000
Elf,2003,"Adventure,Comedy,Family",7.1,345481,movie,90.54411978818652,2000
Kingdom of Heaven,2005,"Action,Adventure,Drama",7.3,350210,movie,93.19390425082422,2000
Underworld,2003,"Action,Fantasy,Thriller",7.0,299481,movie,88.26864378822134,2000
2 Fast 2 Furious,2003,"Action,Crime,Thriller",6.0,321798,movie,76.09007579088426,2000
Freaky Friday,2003,"Comedy,Family,Fantasy",6.4,176301,movie,77.31166745932558,2000
Jackass: The Movie,2002,"Action,Comedy,Documentary",6.6,105917,movie,76.36471291354543,2000
Swimming Pool,2003,"Crime,Drama,Mystery",6.7,51173,movie,72.64788109882598,2000
The Texas Chainsaw Massacre,2003,Horror,6.2,161458,movie,74.35040202060095,2000
Wicker Park,2004,"Drama,Mystery,Romance",6.9,60932,movie,76.02084499407049,2000
Lara Croft: Tomb Raider - The Cradle of Life,2003,"Action,Adventure,Fantasy",5.5,151240,movie,65.59642791902678,2000
The Last Samurai,2003,"Action,Drama",7.8,502292,movie,102.3901078424195,2000
Matchstick Men,2003,"Comedy,Crime,Drama",7.3,145012,movie,86.7573739691734,2000
Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action,Adventure,Fantasy",8.1,1314773,movie,114.12231413946141,2000
Mystic River,2003,"Crime,Drama,Mystery",7.9,519403,movie,103.96743929730602,2000
Over the Hedge,2006,"Adventure,Animation,Comedy",6.7,201909,movie,81.84433494486406,2000
Secondhand Lions,2003,"Comedy,Drama,Family",7.5,66756,movie,83.3159959489747,2000
The Stepford Wives,2004,"Comedy,Horror,Sci-Fi",5.4,73358,movie,60.49677695622402,2000
The Whole Ten Yards,2004,"Comedy,Crime,Thriller",5.5,60530,movie,60.55991913887153,2000
Around the World in 80 Days,2004,"Action,Adventure,Comedy",5.9,99165,movie,67.87678840977115,2000
Catwoman,2004,"Action,Crime,Fantasy",3.5,131712,movie,41.25930549913784,2000
Coraline,2009,"Animation,Drama,Family",7.8,298004,movie,98.31792506808674,2000
Ella Enchanted,2004,"Comedy,Family,Fantasy",6.3,80267,movie,71.14661729635314,2000
The Rundown,2003,"Action,Adventure,Comedy",6.6,147789,movie,78.56336967486517,2000
Man on Fire,2004,"Action,Crime,Drama",7.7,416938,movie,99.64333462677178,2000
Thirteen,2003,Drama,6.8,107308,movie,78.76751768545718,2000
Under the Tuscan Sun,2003,"Comedy,Drama,Romance",6.8,64807,movie,75.33834852814284,2000
American Wedding,2003,Comedy,6.3,228197,movie,77.7291767907534,2000
Brother Bear,2003,"Adventure,Animation,Comedy",6.9,135462,movie,81.53348041644558,2000
Freddy vs. Jason,2003,Horror,5.8,135639,movie,68.5429628977842,2000
Seabiscuit,2003,"Drama,History,Sport",7.3,79831,movie,82.3999704080173,2000
xXx: State of the Union,2005,"Action,Adventure,Crime",4.5,76450,movie,50.59976495110744,2000
Harry Potter and the Goblet of Fire,2005,"Adventure,Family,Fantasy",7.7,747020,movie,104.13362372889058,2000
The Punisher,2004,"Action,Crime,Drama",6.4,179649,movie,77.43206544734146,2000
Scooby-Doo 2: Monsters Unleashed,2004,"Adventure,Comedy,Family",5.3,72240,movie,59.295070696881595,2000
11:14,2003,"Comedy,Crime,Drama",7.1,52296,movie,77.13919367357721,2000
The Notebook,2004,"Drama,Romance",7.8,682266,movie,104.77876414285369,2000
Saved!,2004,"Comedy,Drama",6.7,50936,movie,72.61677898536897,2000
School of Rock,2003,"Comedy,Music",7.2,356116,movie,92.03768495608028,2000
Troy,2004,"Action,Adventure,Drama",7.3,611844,movie,97.26689817739675,2000
Garden State,2004,"Comedy,Drama,Romance",7.4,228576,movie,91.31321788086478,2000
"Legally Blonde 2: Red, White & Blonde",2003,Comedy,4.8,78429,movie,54.095755372331034,2000
Girl with a Pearl Earring,2003,"Biography,Drama,Romance",6.9,85410,movie,78.35100743568734,2000
The Ladykillers,2004,"Comedy,Crime,Thriller",6.2,112265,movie,72.09742804719107,2000
Lost in Translation,2003,"Comedy,Drama",7.7,526063,movie,101.43345717436385,2000
The Passion of the Christ,2004,Drama,7.3,269817,movie,91.29014438197501,2000
Starsky & Hutch,2004,"Comedy,Crime",6.1,161287,movie,73.14473806077636,2000
13 Going on 30,2004,"Comedy,Fantasy,Romance",6.3,245075,movie,78.17871326031853,2000
Something's Gotta Give,2003,"Comedy,Drama,Romance",6.8,138198,movie,80.48781048533053,2000
Cellular,2004,"Action,Crime,Thriller",6.5,110164,movie,75.4632153831656,2000
Live Free or Die Hard,2007,"Action,Thriller",7.1,434874,movie,92.17796245187574,2000
Eternal Sunshine of the Spotless Mind,2004,"Drama,Romance,Sci-Fi",8.3,1175319,movie,116.0095163120269,2000
The Haunted Mansion,2003,"Comedy,Family,Fantasy",5.2,60973,movie,57.29456939553451,2000
High Tension,2003,Horror,6.7,82619,movie,75.85736621371323,2000
Paycheck,2003,"Action,Mystery,Sci-Fi",6.3,118020,movie,73.5752390978503,2000
The Polar Express,2004,"Adventure,Animation,Family",6.6,270115,movie,82.54358028328987,2000
Spy Kids 3: Game Over,2003,"Action,Adventure,Comedy",4.4,70929,movie,49.14551248503543,2000
Stuck on You,2003,Comedy,5.8,56593,movie,63.4731153734612,2000
Van Helsing,2004,"Action,Adventure,Fantasy",6.1,305610,movie,77.04339685533854,2000
Infernal Affairs,2002,"Crime,Drama,Mystery",8.0,137660,movie,94.66033724761884,2000
The Aviator,2004,"Biography,Drama",7.5,405931,movie,96.85453855051267,2000
A Series of Unfortunate Events,2004,"Adventure,Comedy,Family",6.8,230515,movie,83.96688426351913,2000
Hostage,2005,"Action,Crime,Drama",6.5,116087,movie,75.80361872836382,2000
The Station Agent,2003,"Comedy,Drama",7.6,79192,movie,85.72519227575728,2000
Monster,2003,"Biography,Crime,Drama",7.3,172226,movie,88.01290878165825,2000
Unleashed,2005,"Action,Crime,Thriller",7.0,111706,movie,81.36537989246477,2000
Along Came Polly,2004,"Comedy,Romance",6.0,150440,movie,71.52791767550565,2000
50 First Dates,2004,"Comedy,Drama,Romance",6.8,411827,movie,87.91283873319887,2000
The Good Shepherd,2006,"Drama,History,Thriller",6.7,112066,movie,77.89984985828684,2000
"I, Robot",2004,"Action,Mystery,Sci-Fi",7.1,611843,movie,94.60204004771401,2000
A Very Long Engagement,2004,"Drama,Mystery,Romance",7.6,77786,movie,85.58904726494633,2000
The SpongeBob SquarePants Movie,2004,"Adventure,Animation,Comedy",7.2,111837,movie,83.69854367812943,2000
Sky Captain and the World of Tomorrow,2004,"Action,Adventure,Mystery",6.1,90115,movie,69.59393565970413,2000
Alexander,2004,"Action,Biography,Drama",5.6,182908,movie,67.85373600975703,2000
Head-On,2004,"Drama,Romance",7.8,60580,movie,85.89141665973358,2000
Howl's Moving Castle,2004,"Adventure,Animation,Family",8.2,507348,movie,107.72300998871047,2000
Kal Ho Naa Ho,2003,"Comedy,Drama,Musical",7.9,81290,movie,89.31564846525087,2000
The Cat Returns,2002,"Adventure,Animation,Comedy",7.1,71754,movie,79.38509205649771,2000
Superman Returns,2006,"Action,Adventure,Sci-Fi",6.1,302325,movie,76.9774730475862,2000
Waiting...,2005,Comedy,6.7,112259,movie,77.91137866977962,2000
Gothika,2003,"Horror,Mystery,Thriller",5.8,124205,movie,68.03219449085688,2000
Deadwood,2004,"Crime,Drama,History",8.6,127765,tvSeries,101.11835209482477,2000
Cheaper by the Dozen,2003,"Comedy,Family",5.9,115954,movie,68.79959815432993,2000
King Arthur,2004,"Action,Adventure,Drama",6.3,182357,movie,76.3164459742606,2000
Ladder 49,2004,"Action,Drama,Thriller",6.5,60991,movie,71.6201303433629,2000
Miracle,2004,"Biography,Drama,History",7.5,64179,movie,83.02073500023393,2000
Ocean's Twelve,2004,"Crime,Thriller",6.5,436643,movie,84.41466284268648,2000
Ray,2004,"Biography,Drama,Music",7.7,164757,movie,92.49414743862569,2000
Madagascar,2005,"Adventure,Animation,Comedy",6.9,475762,movie,90.20144375638594,2000
Walking Tall,2004,"Action,Crime",6.2,112871,movie,72.13080528649559,2000
Cinderella Man,2005,"Biography,Drama,Romance",8.0,208341,movie,97.9754515149866,2000
Chappelle's Show,2003,"Comedy,Music",8.8,78472,tvSeries,99.18037493974855,2000
Memories of Murder,2003,"Crime,Drama,Mystery",8.1,262490,movie,101.07154294690564,2000
The Science of Sleep,2006,"Comedy,Drama,Fantasy",7.2,72101,movie,80.53792698817712,2000
The Brothers Grimm,2005,"Action,Adventure,Comedy",5.9,131598,movie,69.54629189111795,2000
Lords of Dogtown,2005,"Biography,Drama,Sport",7.1,60683,movie,78.19527399066007,2000
EuroTrip,2004,Comedy,6.6,242462,movie,81.83076182192906,2000
A Cinderella Story,2004,"Comedy,Family,Romance",6.0,101193,movie,69.14870918089605,2000
The Forgotten,2004,"Drama,Mystery,Sci-Fi",5.8,70947,movie,64.78419271069754,2000
Garfield: The Movie,2004,"Adventure,Comedy,Family",5.1,100277,movie,58.73002734150995,2000
