Title,Year,Genres,Rating,Votes,Type,Popularity,Decade
Burn After Reading,2008,"Comedy,Crime,Drama",7.0,374249,movie,89.82873641187332,2000
The Hurt Locker,2008,"Drama,Thriller,War",7.5,494454,movie,98.33407051846619,2000
The Switch,2010,"Comedy,Drama,Romance",6.1,117159,movie,71.1948523199706,2010
Brüno,2009,Comedy,5.9,158049,movie,70.62689630402124,2000
Saw IV,2007,"Horror,Mystery,Thriller",5.9,175768,movie,71.25382931355362,2000
Lions for Lambs,2007,"Crime,Drama,Mystery",6.2,56554,movie,67.84629752002081,2000
Letters to Juliet,2010,"Adventure,Comedy,Drama",6.5,112862,movie,75.62048723083704,2010
How to Train Your Dragon,2010,"Action,Adventure,Animation",8.1,886321,movie,110.92815917828219,2010
Monsters vs. Aliens,2009,"Action,Adventure,Animation",6.4,187679,movie,77.71192534819113,2000
Shrek Forever After,2010,"Adventure,Animation,Comedy",6.3,243960,movie,78.14998520538546,2010
The Big Bang Theory,2007,"Comedy,Romance",8.1,932411,tvSeries,111.33878476704616,2000
The Road,2009,"Drama,Thriller",7.2,269440,movie,90.02952727225991,2000
The Amateur,2025,"Action,Thriller",6.5,94641,movie,74.47599942219557,2020
Bride Wars,2009,"Comedy,Romance",5.5,123094,movie,64.4638696356797,2000
The Hobbit: An Unexpected Journey,2012,"Adventure,Fantasy",7.8,923384,movie,107.13924360076172,2010
Breaking Bad,2008,"Crime,Drama,Thriller",9.5,2575385,tvSeries,140.23434115693547,2000
Californication,2007,"Comedy,Drama",8.3,194635,tvSeries,101.08471469601892,2000
The Thing,2011,"Horror,Mystery,Sci-Fi",6.3,153985,movie,75.25104598654286,2010
Once,2006,"Drama,Music,Musical",7.8,124731,movie,91.52453463975917,2000
Pineapple Express,2008,"Action,Comedy,Crime",6.9,371838,movie,88.50087352628238,2000
WALL·E,2008,"Adventure,Animation,Family",8.4,1310311,movie,118.32051060128443,2000
The Boy in the Striped Pajamas,2008,"Drama,War",7.7,271985,movie,96.35396691457966,2000
Unthinkable,2010,"Crime,Drama,Thriller",7.0,99642,movie,80.56537329004365,2010
Doubt,2008,"Drama,Mystery",7.5,145850,movie,89.177504814719,2000
The Legend of Tarzan,2016,"Action,Adventure,Drama",6.2,197216,movie,75.59074009332421,2010
Pushing Daisies,2007,"Comedy,Drama,Fantasy",8.4,62058,tvSeries,92.70092756908922,2000
Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure,Family,Fantasy",7.7,659118,movie,103.1696654960975,2010
Gomorrah,2008,"Crime,Drama",7.0,53033,movie,76.15068748198026,2000
Precious,2009,Drama,7.3,120646,movie,85.41449619229735,2000
Chuck,2007,"Action,Comedy,Drama",8.2,153423,tvSeries,97.91582355019457,2000
Rabbit Hole,2010,Drama,6.9,52701,movie,75.0194889968023,2010
Taken,2008,"Action,Crime,Thriller",7.7,669116,movie,103.28558792246757,2000
The Last Airbender,2010,"Action,Adventure,Family",3.9,180702,movie,47.207957723891994,2010
Silent Hill: Revelation,2012,"Drama,Horror,Mystery",4.9,71222,movie,54.750429488340885,2010
Tropic Thunder,2008,"Action,Comedy,War",7.1,486090,movie,92.96845840355441,2000
Salt,2010,"Action,Thriller",6.5,341916,movie,82.82508241697032,2010
Game of Thrones,2011,"Action,Adventure,Drama",9.2,2587578,tvSeries,135.8493423214663,2010
Source Code,2011,"Action,Drama,Mystery",7.5,579593,movie,99.52561059045786,2010
Black Swan,2010,"Drama,Thriller",8.0,884116,movie,109.53874843784337,2010
Lakeview Terrace,2008,"Crime,Drama,Thriller",6.2,59265,movie,68.13659998738433,2000
Green Zone,2010,"Action,Drama,Thriller",6.8,147375,movie,80.92500233730976,2010
The Amazing Spider-Man,2012,"Action,Sci-Fi",6.9,758638,movie,93.42103199487747,2010
The Happening,2008,"Adventure,Drama,Sci-Fi",5.0,226250,movie,61.64697930781087,2000
Alvin and the Chipmunks,2007,"Adventure,Animation,Comedy",5.3,104421,movie,61.247786243229086,2000
Robin Hood,2010,"Action,Adventure,Drama",6.6,295425,movie,83.13472382494763,2010
Revolutionary Road,2008,"Drama,Romance",7.3,234844,movie,90.27674022321752,2000
You Don't Mess with the Zohan,2008,"Action,Comedy",5.6,226538,movie,69.05174068941551,2000
Bedtime Stories,2008,"Adventure,Comedy,Family",6.0,105909,movie,69.4220130828846,2000
High School Musical 3: Senior Year,2008,"Comedy,Drama,Family",5.1,72101,movie,57.04769828329212,2000
The Young Victoria,2009,"Biography,Drama,History",7.2,69019,movie,80.22338717754954,2000
The International,2009,"Action,Crime,Drama",6.5,103826,movie,75.07806605028725,2000
The Ruins,2008,"Adventure,Horror,Thriller",5.9,90566,movie,67.34162145938954,2000
The Sorcerer's Apprentice,2010,"Action,Adventure,Family",6.1,176176,movie,73.68335652355557,2010
The Fighter,2010,"Action,Biography,Drama",7.8,406473,movie,100.7391277237788,2010
Hugo,2011,"Adventure,Drama,Family",7.5,348305,movie,95.70625358768825,2010
City of Ember,2008,"Adventure,Drama,Family",6.4,72727,movie,71.64459509660584,2000
The Day the Earth Stood Still,2008,"Adventure,Drama,Sci-Fi",5.5,186665,movie,66.75388964987563,2000
Solomon Kane,2009,"Action,Adventure,Fantasy",6.1,80266,movie,68.88791852820479,2000
Little Fockers,2010,"Comedy,Romance",5.5,125483,movie,64.56959063616247,2010
A Perfect Getaway,2009,"Drama,Mystery,Thriller",6.5,80600,movie,73.43215053521567,2000
Justice League,2017,"Action,Adventure,Fantasy",6.0,502874,movie,78.7685695241062,2010
17 Again,2009,"Comedy,Drama,Fantasy",6.4,231014,movie,79.04149499985961,2000
Hitchcock,2012,"Biography,Drama,Romance",6.8,83183,movie,77.0358282972587,2010
The Reader,2008,"Drama,Mystery,Romance",7.6,273096,movie,95.13359782135765,2000
Fair Game,2010,"Biography,Drama,Thriller",6.8,52737,movie,73.9368935131824,2010
Mary and Max,2009,"Animation,Comedy,Drama",8.1,200891,movie,98.90519378627826,2000
Sucker Punch,2011,"Action,Adventure,Fantasy",6.1,260589,movie,76.07126836823805,2010
Boardwalk Empire,2010,"Crime,Drama",8.6,216902,tvSeries,105.66992789145932,2010
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure,Family,Fantasy",6.3,176707,movie,76.11816411794749,2010
Nick and Norah's Infinite Playlist,2008,"Comedy,Drama,Music",6.6,97208,movie,75.79841472448375,2000
The Adventures of Tintin,2011,"Action,Adventure,Animation",7.3,253829,movie,90.84423746382004,2010
5 Centimeters per Second,2007,"Animation,Drama,Family",7.4,70418,movie,82.60031101549636,2000
Fantasy Island,2020,"Fantasy,Horror,Mystery",4.9,63506,movie,54.18855937616956,2020
Machete,2010,"Action,Crime,Thriller",6.6,209299,movie,80.86002626190596,2010
Valkyrie,2008,"Drama,History,Thriller",7.1,273649,movie,88.88917095006336,2000
Hunger,2008,"Biography,Crime,Drama",7.5,76331,movie,84.32125819286607,2000
Surrogates,2009,"Action,Sci-Fi,Thriller",6.3,184594,movie,76.39325881622887,2000
Like Stars on Earth,2007,"Drama,Family",8.3,230440,movie,102.48629017192445,2000
Sherlock Holmes,2009,"Action,Adventure,Mystery",7.5,703883,movie,100.98275571110058,2000
Traitor,2008,"Action,Crime,Drama",6.9,60754,movie,76.00065859833052,2000
27 Dresses,2008,"Comedy,Romance",6.1,187070,movie,74.04935275979199,2000
Naruto: Shippuden,2007,"Action,Adventure,Animation",8.7,218235,tvSeries,106.9519513625131,2000
Dear John,2010,"Drama,Romance,War",6.3,163383,movie,75.6242702260158,2010
The Green Hornet,2011,"Action,Comedy,Crime",5.8,168732,movie,69.80918823099714,2010
Army of the Dead,2021,"Action,Adventure,Crime",5.8,199983,movie,70.79472832312132,2020
Hanna,2011,"Action,Adventure,Drama",6.7,214365,movie,82.24541750551283,2010
The Wolf of Wall Street,2013,"Biography,Comedy,Crime",8.2,1770159,movie,117.96995543439652,2010
Code Geass,2006,"Action,Animation,Drama",8.7,101601,tvSeries,100.30063531240056,2000
Ghost Town,2008,"Comedy,Drama,Fantasy",6.7,81291,movie,75.74879694161719,2000
The Experiment,2010,"Drama,Thriller",6.4,59658,movie,70.37685461893203,2010
Sex and the City,2008,"Comedy,Drama,Romance",5.7,132916,movie,67.24559398374117,2000
He's Just Not That Into You,2009,"Comedy,Drama,Romance",6.4,193566,movie,77.90959243882838,2000
The Last Voyage of the Demeter,2023,"Fantasy,Horror,Thriller",6.1,69431,movie,68.00334126910046,2020
Megamind,2010,"Action,Adventure,Animation",7.3,323318,movie,92.61065895744784,2010
The Little Things,2021,"Crime,Drama,Mystery",6.3,140122,movie,74.65669312934342,2020
Laal Singh Chaddha,2022,"Comedy,Drama,Romance",5.6,181295,movie,67.80413257947637,2020
Countdown,2019,"Horror,Thriller",5.4,52502,movie,58.690475332697915,2010
Unhinged,2020,"Action,Thriller",6.0,86214,movie,68.18752713874356,2020
Never Have I Ever,2020,"Comedy,Drama",7.8,93541,tvSeries,89.28000995032372,2020
Zack and Miri Make a Porno,2008,"Comedy,Romance",6.5,186350,movie,78.87998238189813,2000
The Iron Lady,2011,"Biography,Drama",6.4,116637,movie,74.66765969118148,2010
Gangubai Kathiawadi,2022,"Biography,Crime,Drama",7.8,66764,movie,86.6495704783668,2020
Slumdog Millionaire,2008,"Crime,Drama,Romance",8.0,907604,movie,109.74850751284772,2000
Knight and Day,2010,"Action,Adventure,Comedy",6.3,224026,movie,77.61295959183889,2010
Fast & Furious,2009,"Action,Thriller",6.5,333636,movie,82.66573807253796,2000
Milk,2008,"Biography,Drama,History",7.5,185562,movie,90.98358252744413,2000
Alice in Wonderland,2010,"Adventure,Family,Fantasy",6.4,465811,movie,83.52982560921006,2010
Child 44,2015,"Crime,Drama,History",6.4,79473,movie,72.21230477002294,2010
Shazam! Fury of the Gods,2023,"Action,Adventure,Comedy",5.9,144113,movie,70.08228265897645,2020
Cinderella,2021,"Comedy,Family,Fantasy",4.4,50171,movie,47.62204677784432,2020
The Nun II,2023,"Horror,Mystery,Thriller",5.6,80206,movie,63.23718018253348,2020
All Quiet on the Western Front,2022,"Drama,History,War",7.8,311623,movie,98.66648534211258,2020
What If...?,2021,"Action,Adventure,Animation",7.3,159245,tvSeries,87.44085398310095,2020
Bones and All,2022,"Drama,Horror,Romance",6.8,72715,movie,76.1212601933603,2020
"Red, White & Royal Blue",2023,"Comedy,Romance",7.0,64121,movie,77.4796904165188,2020
The Runaways,2010,"Biography,Drama,Music",6.5,52505,movie,70.6463139339106,2010
Splice,2009,"Horror,Sci-Fi",5.8,106205,movie,67.12413351243372,2000
Soorarai Pottru,2020,Drama,8.6,131429,movie,101.36150972317375,2020
A Serious Man,2009,"Comedy,Drama",7.0,157838,movie,83.78527128689842,2000
Selma,2014,"Biography,Drama,History",7.5,98932,movie,86.26641018320616,2010
Eden Lake,2008,"Horror,Thriller",6.7,108533,movie,77.685224006337,2000
Centurion,2010,"Action,Drama,History",6.3,89389,movie,71.82474333983967,2010
500 Days of Summer,2009,"Comedy,Drama,Romance",7.6,613589,movie,101.28581257433532,2000
Never Back Down,2008,"Action,Drama,Sport",6.6,111024,movie,76.67551104271958,2000
The Way Back,2010,"Adventure,Drama,History",7.3,127123,movie,85.7962459249669,2010
Vinland Saga,2019,"Action,Adventure,Animation",8.8,130911,tvSeries,103.68400224143114,2010
Step Up 2 the Streets,2008,"Drama,Music,Romance",6.2,94303,movie,71.01646334515819,2000
Wild Child,2008,Comedy,6.1,68106,movie,67.88580562329871,2000
Argo,2012,"Biography,Drama,History",7.7,663676,movie,103.22273005324371,2010
Om Shanti Om,2007,"Action,Comedy,Drama",6.8,55944,movie,74.33832399180918,2000
Gemini Man,2019,"Action,Sci-Fi,Thriller",5.7,130424,movie,67.1377119755311,2010
The Father,2020,"Drama,Mystery",8.2,241883,movie,101.64891722066788,2020
To Catch a Killer,2023,"Action,Crime,Drama",6.6,56312,movie,72.19517537290058,2020
Wall Street: Money Never Sleeps,2010,Drama,6.2,109668,movie,71.95231997417325,2010
Coolie No. 1,2020,"Action,Comedy,Romance",4.2,74768,movie,47.13301011274888,2020
Sardar Udham,2021,"Crime,Drama,History",8.3,50450,movie,89.87852561398857,2020
Death Proof,2007,"Drama,Thriller",7.0,332400,movie,88.998660393744,2000
Hachi: A Dog's Tale,2009,"Biography,Drama,Family",8.1,340512,movie,103.1794657345558,2000
Another Round,2020,"Comedy,Drama",7.7,224108,movie,94.86310185275616,2020
Martyrs,2008,Horror,7.0,119120,movie,81.81520667150524,2000
The Power of the Dog,2021,"Drama,Western",6.8,221493,movie,83.6953946037622,2020
Poltergeist,2015,"Fantasy,Horror,Thriller",4.9,64339,movie,54.252414165382845,2010
Outer Banks,2020,"Action,Crime,Drama",7.5,105185,tvSeries,86.72606987676097,2020
Shershaah,2021,"Action,Biography,Drama",8.3,135937,movie,98.1055586234089,2020
Lightyear,2022,"Action,Adventure,Animation",6.1,135139,movie,72.06576085980558,2020
Strange World,2022,"Action,Adventure,Animation",5.7,50300,movie,61.70683402970064,2020
Amsterdam,2022,"Comedy,Drama,History",6.2,106537,movie,71.77273525414562,2020
RocknRolla,2008,"Action,Crime,Thriller",7.2,274521,movie,90.164037886112,2000
"4 Months, 3 Weeks and 2 Days",2007,Drama,7.9,65575,movie,87.6185034574071,2000
The Descendants,2011,"Comedy,Drama",7.3,259180,movie,90.99652998392266,2010
What Happens in Vegas,2008,"Comedy,Romance",6.1,194793,movie,74.29612568504535,2000
Gamer,2009,"Action,Sci-Fi,Thriller",5.7,143632,movie,67.68755558637987,2000
Spiral,2021,"Horror,Mystery,Thriller",5.2,76440,movie,58.470159271441894,2020
Defiance,2008,"Action,Drama,History",7.1,160784,movie,85.11350161085005,2000
Iron Sky,2012,"Action,Adventure,Comedy",5.9,98620,movie,67.84427322269089,2010
Righteous Kill,2008,"Crime,Mystery,Thriller",6.0,95650,movie,68.8107058492104,2000
The Eagle,2011,"Action,Adventure,Drama",6.2,77270,movie,69.7813785777513,2010
Suspiria,2018,"Drama,Fantasy,Horror",6.7,104392,movie,77.42458576505196,2010
Laxmii,2020,"Action,Comedy,Horror",2.6,59722,movie,28.59338492584751,2020
Infinity Pool,2023,"Crime,Horror,Mystery",6.0,72988,movie,67.18830193833855,2020
John Wick: Chapter 4,2023,"Action,Crime,Thriller",7.6,406554,movie,98.15758750761599,2020
CODA,2021,"Comedy,Drama,Music",8.0,204789,movie,97.83788367814005,2020
The Worst Person in the World,2021,"Comedy,Drama,Romance",7.7,124216,movie,90.31928493788975,2020
The Long Walk,2025,"Horror,Thriller",6.7,102351,movie,77.29229452163062,2020
The Book of Eli,2010,"Action,Adventure,Drama",6.8,359609,movie,86.9908537417106,2010
Legion,2010,"Action,Fantasy,Horror",5.3,119158,movie,61.94748979941221,2010
The Bounty Hunter,2010,"Action,Comedy,Romance",5.6,139943,movie,66.35434666464319,2010
REC,2007,"Horror,Mystery,Thriller",7.4,215207,movie,90.86723169620123,2000
Terrifier 2,2022,Horror,6.0,81281,movie,67.83400539531739,2020
The Proposal,2009,"Comedy,Drama,Romance",6.8,393890,movie,87.61002333808194,2000
Miracle in Cell No. 7,2019,Drama,8.2,61912,movie,90.47444826779241,2010
The Legend of Hercules,2014,"Action,Adventure,Fantasy",4.3,57604,movie,47.13379334148428,2010
Titans,2018,"Action,Adventure,Crime",7.4,119026,tvSeries,86.4845195436156,2010
Silver Linings Playbook,2012,"Comedy,Drama,Romance",7.7,771081,movie,104.37772503152596,2010
I Love You Phillip Morris,2009,"Biography,Comedy,Crime",6.6,103190,movie,76.1925597055244,2000
Year One,2009,Comedy,5.0,108341,movie,57.96519469685255,2000
G.I. Joe: The Rise of Cobra,2009,"Action,Adventure,Sci-Fi",5.7,220962,movie,70.14275231408081,2000
Dune: Prophecy,2024,"Action,Adventure,Drama",7.3,66040,tvSeries,81.01551605564867,2020
Up,2009,"Adventure,Animation,Comedy",8.3,1226468,movie,116.36308713026281,2000
The Shannara Chronicles,2016,"Adventure,Drama,Fantasy",7.1,65972,tvSeries,78.78859838883311,2010
Ma Rainey's Black Bottom,2020,"Drama,Music",6.9,77179,movie,77.65179048015361,2020
Goosebumps,2015,"Adventure,Comedy,Family",6.3,101858,movie,72.64741028235376,2010
The Invisible Man,2020,"Drama,Horror,Mystery",7.1,281614,movie,89.09287758736917,2020
The Call,2020,"Crime,Horror,Mystery",7.1,52265,movie,77.13498369076433,2020
Repo Men,2010,"Action,Sci-Fi,Thriller",6.3,113915,movie,73.35220936196885,2010
The Big Year,2011,Comedy,6.2,50644,movie,67.16197146436889,2010
The Midnight Sky,2020,"Adventure,Drama,Sci-Fi",5.7,93977,movie,65.26959049763246,2020
Clarkson's Farm,2021,"Comedy,Documentary,Reality-TV",9.0,84177,tvSeries,102.06609303393692,2020
The Hunger Games: The Ballad of Songbirds & Snakes,2023,"Action,Adventure,Drama",6.6,179658,movie,79.85214812904616,2020
The Imaginarium of Doctor Parnassus,2009,"Adventure,Comedy,Fantasy",6.7,157351,movie,80.17376952679994,2000
28 Years Later,2025,"Horror,Sci-Fi,Thriller",6.6,200522,movie,80.5772830196078,2020
Life as We Know It,2010,"Comedy,Drama,Romance",6.5,144418,movie,77.22303648417697,2010
Transformers: Revenge of the Fallen,2009,"Action,Adventure,Sci-Fi",6.0,452008,movie,78.12873094663671,2000
Dara of Jasenovac,2020,"Drama,War",8.0,82315,movie,90.54646904065697,2020
Invictus,2009,"Biography,Drama,History",7.3,173776,movie,88.07831346539466,2000
Master,2021,"Action,Crime,Drama",7.4,90533,movie,84.45967581038933,2020
The Invention of Lying,2009,"Comedy,Fantasy,Romance",6.4,156665,movie,76.5559362986475,2000
Eagle Eye,2008,"Action,Mystery,Thriller",6.6,201247,movie,80.60110270302685,2000
Cloverfield,2008,"Action,Horror,Sci-Fi",7.0,442210,movie,90.99678112946053,2000
Mank,2020,"Biography,Drama",6.8,103845,movie,78.5444518361056,2020
#Alive,2020,"Action,Drama,Horror",6.3,54324,movie,68.68714480251093,2020
Minari,2020,Drama,7.4,124338,movie,86.80761617646502,2020
The Wave,2008,"Drama,Thriller",7.6,121157,movie,88.95680303182534,2000
Heartstopper,2022,"Drama,Romance",8.5,92280,tvSeries,97.17695305444536,2020
Talk to Me,2022,"Horror,Thriller",7.1,211244,movie,87.05146091138933,2020
Babylon,2022,"Comedy,Drama",7.1,204381,movie,86.81696236380631,2020
Thor: Love and Thunder,2022,"Action,Adventure,Comedy",6.1,456109,movie,79.48597127962142,2020
Boyhood,2014,Drama,7.9,380813,movie,101.51550338777959,2010
It Ends with Us,2024,"Drama,Romance",6.3,98585,movie,72.44164871496231,2020
Halloween Kills,2021,"Action,Drama,Horror",5.5,107650,movie,63.7265227653588,2020
Halloween Ends,2022,"Horror,Mystery,Romance",5.0,82214,movie,56.585404414219,2020
A Christmas Carol,2009,"Adventure,Animation,Comedy",6.8,140645,movie,80.60716099554287,2000
Water for Elephants,2011,"Drama,Romance",6.9,123770,movie,80.91064395638507,2010
The Marvels,2023,"Action,Adventure,Sci-Fi",5.5,161908,movie,65.97130953414633,2020
The Fantastic Four: First Steps,2025,"Action,Adventure,Sci-Fi",6.8,250081,movie,84.52087298170049,2020
Monte Carlo,2011,"Adventure,Comedy,Family",5.8,52084,movie,62.99155585732199,2010
Hubie Halloween,2020,"Comedy,Horror,Mystery",5.3,67765,movie,58.95614591718561,2020
Footloose,2011,"Comedy,Drama,Music",5.9,55288,movie,64.42983587805026,2010
Yes Man,2008,"Comedy,Romance",6.8,403308,movie,87.77069955570086,2000
Departures,2008,Drama,8.0,57283,movie,87.64607339651774,2000
The Harder They Fall,2021,"Action,Drama,Western",6.6,77122,movie,74.27074949288355,2020
Stillwater,2021,"Crime,Drama,Mystery",6.6,63572,movie,72.99552744539028,2020
K.G.F: Chapter 2,2022,"Action,Crime,Drama",8.2,168262,movie,98.67287605268409,2020
The Trial of the Chicago 7,2020,"Drama,History,Thriller",7.7,204438,movie,94.15575423110008,2020
Ghost Rider: Spirit of Vengeance,2011,"Action,Adventure,Fantasy",4.4,133499,movie,51.928136771093804,2010
The Descent: Part 2,2009,"Adventure,Horror,Thriller",5.7,55411,movie,62.258440431199844,2000
Don't Worry Darling,2022,"Drama,Mystery,Thriller",6.3,174940,movie,76.05484952293523,2020
Meet the Spartans,2008,"Comedy,Fantasy",2.8,115041,movie,32.62852282352808,2000
Skyfall,2012,"Action,Adventure,Thriller",7.8,769126,movie,105.71347865692162,2010
Love Hard,2021,"Comedy,Romance",6.3,68443,movie,70.14266633468205,2020
Race to Witch Mountain,2009,"Action,Adventure,Family",5.7,65990,movie,63.25437341795156,2000
Jonah Hex,2010,"Action,Drama,Fantasy",4.7,64521,movie,52.05130634658873,2010
Planet Terror,2007,"Action,Comedy,Horror",7.0,232486,movie,86.49609700999949,2000
Dark Shadows,2012,"Comedy,Fantasy,Horror",6.2,293361,movie,78.0527871114266,2010
My Sister's Keeper,2009,"Drama,Family",7.3,102452,movie,84.2211926289192,2000
Night at the Museum: Battle of the Smithsonian,2009,"Adventure,Comedy,Family",6.0,227578,movie,74.01148989452352,2000
Couples Retreat,2009,Comedy,5.6,120924,movie,65.53633815718305,2000
Alice in Borderland,2020,"Action,Drama,Horror",7.8,144387,tvSeries,92.6659692947609,2020
Ice Age: Dawn of the Dinosaurs,2009,"Adventure,Animation,Comedy",6.9,284062,movie,86.64293984191696,2000
The Kashmir Files,2022,Drama,8.5,578711,movie,112.7827472117749,2020
Ginny & Georgia,2021,"Comedy,Drama",7.5,106218,tvSeries,86.79936648715,2020
The Belko Experiment,2016,"Action,Horror,Thriller",6.2,66482,movie,68.84905638253855,2010
Quarantine,2008,"Horror,Sci-Fi,Thriller",6.0,83005,movie,67.95993675556906,2000
The Chestnut Man,2021,"Crime,Drama,Mystery",7.6,62504,tvSeries,83.92669233594201,2020
Eddie the Eagle,2015,"Adventure,Biography,Comedy",7.3,106980,movie,84.53689941462225,2010
The Matrix Resurrections,2021,"Action,Sci-Fi",5.6,301357,movie,70.64988496969268,2020
Rachel Getting Married,2008,"Drama,Romance",6.7,53267,movie,72.91658428570763,2000
Missing,2023,"Drama,Mystery,Thriller",7.1,71189,movie,79.32896449668617,2020
Bill & Ted Face the Music,2020,"Adventure,Comedy,Music",5.9,56415,movie,64.54889312147803,2020
Blended,2014,"Comedy,Romance",6.5,156984,movie,77.76534459400953,2010
Spider-Man: No Way Home,2021,"Action,Adventure,Fantasy",8.1,1006336,movie,111.95679521620153,2020
365 Days,2020,"Drama,Romance",3.3,107802,movie,38.24056991753007,2020
Radhe,2021,"Action,Thriller",1.8,181610,movie,21.797310257482582,2020
Lone Survivor,2013,"Action,Biography,Drama",7.5,322507,movie,95.12910090306572,2010
Adventureland,2009,"Comedy,Drama,Romance",6.8,174224,movie,82.06306032478372,2000
Freaky,2020,"Comedy,Horror,Thriller",6.3,81009,movie,71.20458789313783,2020
Squid Game,2021,"Action,Crime,Drama",7.9,750119,tvSeries,106.8710984027842,2020
Paul,2011,"Adventure,Comedy,Sci-Fi",6.9,279983,movie,86.54314074555516,2010
The Darkest Hour,2011,"Action,Adventure,Horror",4.9,66010,movie,54.378051470945806,2010
Jab We Met,2007,"Comedy,Drama,Romance",7.9,64812,movie,87.52604379800906,2000
Confessions of a Shopaholic,2009,"Comedy,Romance",5.9,88450,movie,67.2021369275688,2000
Titane,2021,"Drama,Horror,Sci-Fi",6.4,65589,movie,70.98344497884798,2020
Bad Lieutenant: Port of Call New Orleans,2009,"Crime,Drama,Mystery",6.6,84384,movie,74.86467838840989,2000
Ant-Man and the Wasp: Quantumania,2023,"Action,Adventure,Comedy",6.0,266650,movie,74.96215329617249,2020
Old,2021,"Drama,Mystery,Thriller",5.8,182333,movie,70.25882179456848,2020
Nope,2022,"Horror,Mystery,Sci-Fi",6.8,312952,movie,86.04587470128182,2020
Dragonball Evolution,2009,"Action,Adventure,Fantasy",2.5,84531,movie,28.362184024931206,2000
Ted Lasso,2020,"Comedy,Drama,Sport",8.8,435904,tvSeries,114.26956036848873,2020
Twilight,2008,"Drama,Fantasy,Romance",5.4,523211,movie,71.10579655819232,2000
Spirited,2022,"Comedy,Family,Fantasy",6.6,59362,movie,72.54330316197391,2020
Foxcatcher,2014,"Biography,Drama,History",7.0,154644,movie,83.64216686053473,2010
Pig,2021,"Drama,Mystery",6.9,103832,movie,79.6986534628364,2020
The Babysitter: Killer Queen,2020,"Comedy,Horror",5.8,59288,movie,63.74294078106093,2020
Killers,2010,"Action,Comedy,Romance",5.5,99504,movie,63.29374217839018,2010
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,"Action,Adventure,Animation",8.2,99053,movie,94.3279647830923,2020
Leverage,2008,"Crime,Mystery,Thriller",7.9,56871,tvSeries,86.49347251046643,2000
Tron: Legacy,2010,"Action,Adventure,Sci-Fi",6.8,385846,movie,87.46971651474252,2010
Yellowjackets,2021,"Drama,Mystery,Thriller",7.7,113641,tvSeries,89.63415719448818,2020
Toofaan,2021,"Drama,Sport",6.1,53228,movie,66.38227310124816,2020
Madame Web,2024,"Action,Thriller",4.1,113344,movie,47.71654915668427,2020
Wrath of Man,2021,"Action,Crime,Thriller",7.1,236315,movie,87.84773867250317,2020
Paddington,2014,"Adventure,Comedy,Family",7.3,155152,movie,87.25077209197359,2010
The Taking of Pelham 123,2009,"Action,Crime,Thriller",6.4,216700,movie,78.63212280015648,2000
Troll,2022,"Action,Adventure,Drama",5.8,58338,movie,63.64925197401873,2020
Tandav,2021,"Drama,Thriller",4.7,65522,tvSeries,52.12366384253051,2020
Arcane,2021,"Action,Adventure,Animation",9.0,436824,tvSeries,116.88557082262518,2020
Boiling Point,2021,"Drama,Thriller",7.5,55429,movie,81.92143651109227,2020
The Northman,2022,"Action,Adventure,Drama",7.0,296768,movie,88.20494177425792,2020
Creed III,2023,"Action,Drama,Sport",6.7,106132,movie,77.53534050532153,2020
Paul Blart: Mall Cop,2009,"Action,Comedy,Crime",5.3,124431,movie,62.17698510923782,2000
IF,2024,"Animation,Comedy,Drama",6.4,65431,movie,70.96800916003896,2020
Pieces of a Woman,2020,Drama,7.0,59912,movie,77.00442468550443,2020
Jackass 3D,2010,"Action,Comedy,Documentary",7.0,70787,movie,78.17201452902208,2010
Felon,2008,"Action,Drama,Thriller",7.4,87642,movie,84.21951554418361,2000
Fringe,2008,"Drama,Mystery,Sci-Fi",8.4,268992,tvSeries,105.02047011426423,2000
The Hangover,2009,Comedy,7.7,922273,movie,105.75639346699974,2000
House of the Dragon,2022,"Action,Adventure,Drama",8.3,517744,tvSeries,109.205060381865,2020
Blue Valentine,2010,"Drama,Romance",7.3,224232,movie,89.93918651672857,2010
Seventh Son,2014,"Action,Adventure,Fantasy",5.5,84421,movie,62.38964305640311,2010
The Smashing Machine,2025,"Action,Biography,Drama",6.3,65816,movie,69.89609496774723,2020
House of Gucci,2021,"Biography,Crime,Drama",6.6,173935,movie,79.63848383822861,2020
Crank: High Voltage,2009,"Action,Thriller",6.1,166588,movie,73.34200176158585,2000
The Unforgivable,2021,"Crime,Drama,Mystery",7.2,127419,movie,84.63770026256272,2020
The Ides of March,2011,"Drama,Thriller",7.1,238362,movie,87.90897521901655,2010
Free State of Jones,2016,"Action,Biography,Drama",6.9,67910,movie,76.76897618894408,2010
Sons of Anarchy,2008,"Crime,Drama,Thriller",8.5,352704,tvSeries,108.57376788656471,2000
Scream,2022,"Horror,Mystery,Thriller",6.3,184806,movie,76.40049000272931,2020
The Legend of Vox Machina,2022,"Action,Adventure,Animation",8.4,53086,tvSeries,91.38921555946013,2020
Dog,2022,"Comedy,Drama",6.5,52022,movie,70.58624290259642,2020
The Wrestler,2008,"Drama,Sport",7.9,330373,movie,100.39302302547539,2000
Big Eyes,2014,"Biography,Crime,Drama",6.9,104304,movie,79.72994843903382,2010
